gameid,repetitionNum,word,count
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,at the top,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on -PRON- knee,2
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,triangle on the,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on the right,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,to the right,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,this one look,2
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,one look like,2
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,look like a,3
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,a diamond on,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,diamond on top,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on top of,2
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,top of a,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,with leg out,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,point to the,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,to the left,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,sit down with,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,straight line on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,stand on one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,in front of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,like -PRON- be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,point to right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,out to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,like a person,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,look like someone,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,with a diamond,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,the left side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,triangle on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,a person sit,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,person sit down,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,like a man,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,in the air,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,look like -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,that look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on the ground,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,the one -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,the right and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,face the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,face the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,the right side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on one leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,no arm or,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,arm or leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,the one that,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,one that look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,this one be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,the left and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,this one have,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,arm out to,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,arm to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,face to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,with arm out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,at the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,-PRON- look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,with a square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,be the one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,this be the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,with a triangle,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,square on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,person sit on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,sit on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,up in the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,look like the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,on -PRON- back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,one leg up,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,square on back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,with the square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,diamond shape head,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,arm in front,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,diamond head on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,1,head on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,at the top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on -PRON- knee,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,triangle on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,to the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,this one look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,one look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,look like a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,a diamond on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,diamond on top,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on top of,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,top of a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,with leg out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,point to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,to the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,sit down with,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,straight line on,1
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,stand on one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,in front of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,like -PRON- be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,point to right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,out to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,like a person,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,look like someone,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,with a diamond,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,the left side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,triangle on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,a person sit,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,person sit down,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,like a man,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,in the air,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,look like -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,that look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on the ground,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,the one -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,the right and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,face the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,face the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,the right side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on one leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,no arm or,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,arm or leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,the one that,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,one that look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,this one be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,the left and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,this one have,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,arm out to,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,arm to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,face to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,with arm out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,at the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,-PRON- look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,with a square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,be the one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,this be the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,with a triangle,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,square on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,person sit on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,sit on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,up in the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,look like the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,on -PRON- back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,one leg up,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,square on back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,with the square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,diamond shape head,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,arm in front,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,diamond head on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,2,head on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,at the top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on -PRON- knee,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,triangle on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,to the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,this one look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,one look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,look like a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,a diamond on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,diamond on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on top of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,top of a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,with leg out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,point to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,to the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,sit down with,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,straight line on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,stand on one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,in front of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,like -PRON- be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,point to right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,out to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,like a person,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,look like someone,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,with a diamond,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,the left side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,triangle on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,a person sit,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,person sit down,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,like a man,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,in the air,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,look like -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,that look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on the ground,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,the one -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,the right and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,face the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,face the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,the right side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on one leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,no arm or,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,arm or leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,the one that,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,one that look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,this one be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,the left and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,this one have,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,arm out to,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,arm to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,face to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,with arm out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,at the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,-PRON- look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,with a square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,be the one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,this be the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,with a triangle,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,square on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,person sit on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,sit on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,up in the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,look like the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,on -PRON- back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,one leg up,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,square on back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,with the square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,diamond shape head,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,arm in front,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,diamond head on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,3,head on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,at the top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on -PRON- knee,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,triangle on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,to the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,this one look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,one look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,look like a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,a diamond on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,diamond on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on top of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,top of a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,with leg out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,point to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,to the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,sit down with,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,straight line on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,stand on one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,in front of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,like -PRON- be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,point to right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,out to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,like a person,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,look like someone,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,with a diamond,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,the left side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,triangle on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,a person sit,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,person sit down,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,like a man,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,in the air,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,look like -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,that look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on the ground,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,the one -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,the right and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,face the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,face the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,the right side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on one leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,no arm or,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,arm or leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,the one that,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,one that look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,this one be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,the left and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,this one have,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,arm out to,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,arm to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,face to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,with arm out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,at the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,-PRON- look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,with a square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,be the one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,this be the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,with a triangle,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,square on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,person sit on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,sit on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,up in the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,look like the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,on -PRON- back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,one leg up,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,square on back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,with the square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,diamond shape head,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,arm in front,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,diamond head on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,4,head on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,at the top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on -PRON- knee,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,triangle on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,to the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,this one look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,one look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,look like a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,a diamond on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,diamond on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on top of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,top of a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,with leg out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,point to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,to the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,sit down with,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,straight line on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,stand on one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,in front of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,like -PRON- be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,point to right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,out to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,like a person,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,look like someone,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,with a diamond,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,the left side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,triangle on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,a person sit,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,person sit down,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,like a man,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,in the air,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,look like -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,that look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on the ground,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,the one -PRON-,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,the right and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,face the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,face the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,the right side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on one leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,no arm or,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,arm or leg,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,the one that,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,one that look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,this one be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,the left and,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,this one have,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,arm out to,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,arm to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,face to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,with arm out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,at the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,-PRON- look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,with a square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,be the one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,this be the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,with a triangle,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,square on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on the bottom,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,person sit on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,sit on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,up in the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,look like the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,on -PRON- back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,one leg up,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,square on back,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,with the square,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,diamond shape head,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,arm in front,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,diamond head on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,5,head on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,at the top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,on -PRON- knee,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,triangle on the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,on the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,to the right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,this one look,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,one look like,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,look like a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,a diamond on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,diamond on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,on top of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,top of a,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,with leg out,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,point to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,to the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,sit down with,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,straight line on,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,stand on one,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,in front of,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,like -PRON- be,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,point to right,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,out to the,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,like a person,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,look like someone,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,with a diamond,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,on the left,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,the left side,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,triangle on top,0
0057-414228f8-c268-40d6-9349-b35df4f080d9,6,a person sit,0
