gameid,trialNum,repetitionNum,intendedName,contents,correct,doc,unigrams,bigrams,trigrams,pos,numWords,NOUNcount,DETcount,PRONcount,VERBcount,ADJcount,CCONJcount,ADPcount,ADVcount,AUXcount,SCONJcount,NUMcount
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,6,1,G,"weird one, looks like spread on floor and raising one arm, kinda like wearing a dress",1,"weird one, looks like spread on floor and raising one arm, kinda like wearing a dress","[weird, one, look, like, spread, on, floor, and, raise, one, arm, kinda, like, wear, a, dress]","[weird one, one look, look like, like spread, spread on, on floor, floor and, and raise, raise one, one arm, arm kinda, kinda like, like wear, wear a, a dress]","[weird one look, one look like, look like spread, like spread on, spread on floor, on floor and, floor and raise, and raise one, raise one arm, one arm kinda, arm kinda like, kinda like wear, like wear a, wear a dress]","['ADJ', 'NUM', 'VERB', 'SCONJ', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'VERB', 'NUM', 'NOUN', 'ADV', 'SCONJ', 'VERB', 'DET', 'NOUN']",16,4,1,0,3,1,1,1,1,0,2,2
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,7,1,L,"man with knees half bent, holding a plate",1,"man with knees half bent, holding a plate","[man, with, knee, half, bent, hold, a, plate]","[man with, with knee, knee half, half bent, bent hold, hold a, a plate]","[man with knee, with knee half, knee half bent, half bent hold, bent hold a, hold a plate]","['NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'VERB', 'DET', 'NOUN']",8,3,1,0,1,1,0,1,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,8,1,H,"sitting down, almost facing camera, like a legless man",1,"sitting down, almost facing camera, like a legless man","[sit, down, almost, face, camera, like, a, legless, man]","[sit down, down almost, almost face, face camera, camera like, like a, a legless, legless man]","[sit down almost, down almost face, almost face camera, face camera like, camera like a, like a legless, a legless man]","['VERB', 'ADP', 'ADV', 'VERB', 'NOUN', 'SCONJ', 'DET', 'ADJ', 'NOUN']",9,2,1,0,2,1,0,1,1,0,1,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,9,1,I,"standing one on leg, other leg lifted and pointing back, he is facing left",1,"standing one on leg, other leg lifted and pointing back, he is facing left","[stand, one, on, leg, other, leg, lift, and, point, back, -PRON-, be, face, leave]","[stand one, one on, on leg, leg other, other leg, leg lift, lift and, and point, point back, back -PRON-, -PRON- be, be face, face leave]","[stand one on, one on leg, on leg other, leg other leg, other leg lift, leg lift and, lift and point, and point back, point back -PRON-, back -PRON- be, -PRON- be face, be face leave]","['VERB', 'NUM', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'CCONJ', 'VERB', 'ADV', 'PRON', 'AUX', 'VERB', 'VERB']",14,2,0,1,5,1,1,1,1,1,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,10,1,C,"raising arms in y shape, no legs",1,"raising arms in y shape, no legs","[raise, arm, in, y, shape, no, leg]","[raise arm, arm in, in y, y shape, shape no, no leg]","[raise arm in, arm in y, in y shape, y shape no, shape no leg]","['VERB', 'NOUN', 'ADP', 'PROPN', 'NOUN', 'DET', 'NOUN']",7,4,1,0,1,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,11,1,J,"like man standing up, no arms and legs visible",1,"like man standing up, no arms and legs visible","[like, man, stand, up, no, arm, and, leg, visible]","[like man, man stand, stand up, up no, no arm, arm and, and leg, leg visible]","[like man stand, man stand up, stand up no, up no arm, no arm and, arm and leg, and leg visible]","['SCONJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'CCONJ', 'NOUN', 'ADJ']",9,3,1,0,1,1,1,1,0,0,1,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,12,1,E,bunny ears,1,bunny ears,"[bunny, ear]",[bunny ear],[],"['PROPN', 'NOUN']",2,2,0,0,0,0,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,13,2,E,bunny ears,1,bunny ears,"[bunny, ear]",[bunny ear],[],"['PROPN', 'NOUN']",2,2,0,0,0,0,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,14,2,C,spreading arms in y,1,spreading arms in y,"[spread, arm, in, y]","[spread arm, arm in, in y]","[spread arm in, arm in y]","['VERB', 'NOUN', 'ADP', 'PROPN']",4,2,0,0,1,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,15,2,K,"kneeling holding plate, facing right",1,"kneeling holding plate, facing right","[kneel, hold, plate, face, right]","[kneel hold, hold plate, plate face, face right]","[kneel hold plate, hold plate face, plate face right]","['VERB', 'VERB', 'NOUN', 'VERB', 'ADV']",5,1,0,0,3,0,0,0,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,16,2,J,only one with completely straight vertical line on left side,1,only one with completely straight vertical line on left side,"[only, one, with, completely, straight, vertical, line, on, left, side]","[only one, one with, with completely, completely straight, straight vertical, vertical line, line on, on left, left side]","[only one with, one with completely, with completely straight, completely straight vertical, straight vertical line, vertical line on, line on left, on left side]","['ADV', 'NUM', 'ADP', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'NOUN']",10,2,0,0,0,3,0,2,2,0,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,17,2,F,sitting down facing left,1,sitting down facing left,"[sit, down, face, left]","[sit down, down face, face left]","[sit down face, down face left]","['VERB', 'ADP', 'VERB', 'ADV']",4,0,0,0,2,0,0,1,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,18,2,H,"legless man, sitting, on ground, facing us almost",1,"legless man, sitting, on ground, facing us almost","[legless, man, sit, on, ground, face, -PRON-, almost]","[legless man, man sit, sit on, on ground, ground face, face -PRON-, -PRON- almost]","[legless man sit, man sit on, sit on ground, on ground face, ground face -PRON-, face -PRON- almost]","['ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'PRON', 'ADV']",8,2,0,1,2,1,0,1,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,19,2,G,"the weird one, woman in dress spread on floor",1,"the weird one, woman in dress spread on floor","[the, weird, one, woman, in, dress, spread, on, floor]","[the weird, weird one, one woman, woman in, in dress, dress spread, spread on, on floor]","[the weird one, weird one woman, one woman in, woman in dress, in dress spread, dress spread on, spread on floor]","['DET', 'ADJ', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN']",9,3,1,0,1,1,0,2,0,0,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,20,2,B,kneeling down with arms raised to left and right,0,kneeling down with arms raised to left and right,"[kneel, down, with, arm, raise, to, leave, and, right]","[kneel down, down with, with arm, arm raise, raise to, to leave, leave and, and right]","[kneel down with, down with arm, with arm raise, arm raise to, raise to leave, to leave and, leave and right]","['VERB', 'ADP', 'ADP', 'NOUN', 'VERB', 'ADP', 'VERB', 'CCONJ', 'INTJ']",9,1,0,0,3,0,1,3,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,21,2,D,"standing with plate, facing left",1,"standing with plate, facing left","[stand, with, plate, face, leave]","[stand with, with plate, plate face, face leave]","[stand with plate, with plate face, plate face leave]","['VERB', 'ADP', 'NOUN', 'VERB', 'VERB']",5,1,0,0,3,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,22,2,A,standing one one leg with head tilted back and to the right,0,standing one one leg with head tilted back and to the right,"[stand, one, one, leg, with, head, tilt, back, and, to, the, right]","[stand one, one one, one leg, leg with, with head, head tilt, tilt back, back and, and to, to the, the right]","[stand one one, one one leg, one leg with, leg with head, with head tilt, head tilt back, tilt back and, back and to, and to the, to the right]","['VERB', 'NUM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADV', 'CCONJ', 'ADP', 'DET', 'NOUN']",12,3,1,0,2,0,1,2,1,0,0,2
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,23,2,L,"knees half bent, like he is about to kneel down",1,"knees half bent, like he is about to kneel down","[knee, half, bent, like, -PRON-, be, about, to, kneel, down]","[knee half, half bent, bent like, like -PRON-, -PRON- be, be about, about to, to kneel, kneel down]","[knee half bent, half bent like, bent like -PRON-, like -PRON- be, -PRON- be about, be about to, about to kneel, to kneel down]","['NOUN', 'ADV', 'ADJ', 'SCONJ', 'PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'ADP']",10,1,0,1,1,2,0,1,1,1,1,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,24,2,I,"standing one leg, other leg pointing to right, in front of him",1,"standing one leg, other leg pointing to right, in front of him","[stand, one, leg, other, leg, point, to, right, in, front, of, -PRON-]","[stand one, one leg, leg other, other leg, leg point, point to, to right, right in, in front, front of, of -PRON-]","[stand one leg, one leg other, leg other leg, other leg point, leg point to, point to right, to right in, right in front, in front of, front of -PRON-]","['VERB', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PRON']",12,4,0,1,2,1,0,3,0,0,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,25,3,B,kneeling with arms spread to left and right,1,kneeling with arms spread to left and right,"[kneel, with, arm, spread, to, left, and, right]","[kneel with, with arm, arm spread, spread to, to left, left and, and right]","[kneel with arm, with arm spread, arm spread to, spread to left, to left and, left and right]","['VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'VERB', 'CCONJ', 'INTJ']",8,1,0,0,3,0,1,2,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,26,3,K,"kneeling down facing right, holding plate in front",0,"kneeling down facing right, holding plate in front","[kneel, down, face, right, hold, plate, in, front]","[kneel down, down face, face right, right hold, hold plate, plate in, in front]","[kneel down face, down face right, face right hold, right hold plate, hold plate in, plate in front]","['VERB', 'ADP', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN']",8,2,0,0,3,0,0,2,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,27,3,G,"weird woman in dress with elbow raised, (elbow on right",0,"weird woman in dress with elbow raised, (elbow on right","[weird, woman, in, dress, with, elbow, raise, elbow, on, right]","[weird woman, woman in, in dress, dress with, with elbow, elbow raise, raise elbow, elbow on, on right]","[weird woman in, woman in dress, in dress with, dress with elbow, with elbow raise, elbow raise elbow, raise elbow on, elbow on right]","['ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADP', 'ADV']",10,4,0,0,1,1,0,3,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,28,3,A,standing on 1 leg both arms raised,1,standing on 1 leg both arms raised,"[stand, on, leg, both, arm, raise]","[stand on, on leg, leg both, both arm, arm raise]","[stand on leg, on leg both, leg both arm, both arm raise]","['VERB', 'ADP', 'NUM', 'NOUN', 'DET', 'NOUN', 'VERB']",7,2,1,0,2,0,0,1,0,0,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,29,3,H,"legless man, sitting facing us",1,"legless man, sitting facing us","[legless, man, sit, face, -PRON-]","[legless man, man sit, sit face, face -PRON-]","[legless man sit, man sit face, sit face -PRON-]","['ADJ', 'NOUN', 'VERB', 'VERB', 'PRON']",5,1,0,1,2,1,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,30,3,J,straight line on left,1,straight line on left,"[straight, line, on, left]","[straight line, line on, on left]","[straight line on, line on left]","['ADJ', 'NOUN', 'ADP', 'ADJ']",4,1,0,0,0,2,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,31,3,I,"stand on 1 leg, other leg points to right",1,"stand on 1 leg, other leg points to right","[stand, on, leg, other, leg, point, to, right]","[stand on, on leg, leg other, other leg, leg point, point to, to right]","[stand on leg, on leg other, leg other leg, other leg point, leg point to, point to right]","['VERB', 'ADP', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN']",9,4,0,0,1,1,0,2,0,0,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,32,3,D,"standing facing left, holding plate",1,"standing facing left, holding plate","[standing, face, leave, hold, plate]","[standing face, face leave, leave hold, hold plate]","[standing face leave, face leave hold, leave hold plate]","['NOUN', 'VERB', 'VERB', 'VERB', 'NOUN']",5,2,0,0,3,0,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,33,3,F,"sitting on ground, knees bent",1,"sitting on ground, knees bent","[sit, on, ground, knee, bent]","[sit on, on ground, ground knee, knee bent]","[sit on ground, on ground knee, ground knee bent]","['VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ']",5,2,0,0,1,1,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,34,3,E,bunny ears,1,bunny ears,"[bunny, ear]",[bunny ear],[],"['PROPN', 'NOUN']",2,2,0,0,0,0,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,35,3,L,"knees half bent, facing right",1,"knees half bent, facing right","[knee, half, bent, face, right]","[knee half, half bent, bent face, face right]","[knee half bent, half bent face, bent face right]","['NOUN', 'ADV', 'ADJ', 'VERB', 'ADV']",5,1,0,0,1,1,0,0,2,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,36,3,C,arms spread out in y shape,1,arms spread out in y shape,"[arm, spread, out, in, y, shape]","[arm spread, spread out, out in, in y, y shape]","[arm spread out, spread out in, out in y, in y shape]","['NOUN', 'VERB', 'ADP', 'ADP', 'PROPN', 'NOUN']",6,3,0,0,1,0,0,2,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,37,4,I,"stand on 1 leg, other leg pointing to right",1,"stand on 1 leg, other leg pointing to right","[stand, on, leg, other, leg, point, to, right]","[stand on, on leg, leg other, other leg, leg point, point to, to right]","[stand on leg, on leg other, leg other leg, other leg point, leg point to, point to right]","['VERB', 'ADP', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN']",9,3,0,0,2,1,0,2,0,0,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,38,4,B,kneeling down arms spread to left and right,1,kneeling down arms spread to left and right,"[kneel, down, arm, spread, to, left, and, right]","[kneel down, down arm, arm spread, spread to, to left, left and, and right]","[kneel down arm, down arm spread, arm spread to, spread to left, to left and, left and right]","['VERB', 'ADP', 'NOUN', 'ADV', 'ADP', 'VERB', 'CCONJ', 'INTJ']",8,1,0,0,2,0,1,2,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,39,4,A,"stand on 1 leg, raising both arms, head tilted back to right",1,"stand on 1 leg, raising both arms, head tilted back to right","[stand, on, leg, raise, both, arm, head, tilt, back, to, right]","[stand on, on leg, leg raise, raise both, both arm, arm head, head tilt, tilt back, back to, to right]","[stand on leg, on leg raise, leg raise both, raise both arm, both arm head, arm head tilt, head tilt back, tilt back to, back to right]","['VERB', 'ADP', 'NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADP', 'NOUN']",12,4,1,0,3,0,0,2,1,0,0,1
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,40,4,J,straight line on left,1,straight line on left,"[straight, line, on, left]","[straight line, line on, on left]","[straight line on, line on left]","['ADJ', 'NOUN', 'ADP', 'ADJ']",4,1,0,0,0,2,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,41,4,D,"standing holding plate, facing left",1,"standing holding plate, facing left","[stand, hold, plate, face, leave]","[stand hold, hold plate, plate face, face leave]","[stand hold plate, hold plate face, plate face leave]","['VERB', 'VERB', 'NOUN', 'VERB', 'VERB']",5,1,0,0,4,0,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,42,4,H,legless man sits facing us,1,legless man sits facing us,"[legless, man, sit, face, -PRON-]","[legless man, man sit, sit face, face -PRON-]","[legless man sit, man sit face, sit face -PRON-]","['ADJ', 'NOUN', 'VERB', 'VERB', 'PRON']",5,1,0,1,2,1,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,43,4,G,weird woman in dress elbow raised,1,weird woman in dress elbow raised,"[weird, woman, in, dress, elbow, raise]","[weird woman, woman in, in dress, dress elbow, elbow raise]","[weird woman in, woman in dress, in dress elbow, dress elbow raise]","['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB']",6,3,0,0,1,1,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,44,4,K,"kneeling facing right, holding plate",1,"kneeling facing right, holding plate","[kneel, face, right, hold, plate]","[kneel face, face right, right hold, hold plate]","[kneel face right, face right hold, right hold plate]","['VERB', 'VERB', 'ADV', 'VERB', 'NOUN']",5,1,0,0,3,0,0,0,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,45,4,F,sitting on ground with knees bent,1,sitting on ground with knees bent,"[sit, on, ground, with, knee, bent]","[sit on, on ground, ground with, with knee, knee bent]","[sit on ground, on ground with, ground with knee, with knee bent]","['VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ']",6,2,0,0,1,1,0,2,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,46,4,L,knees half bent about to kneel,1,knees half bent about to kneel,"[knee, half, bend, about, to, kneel]","[knee half, half bend, bend about, about to, to kneel]","[knee half bend, half bend about, bend about to, about to kneel]","['NOUN', 'NOUN', 'VERB', 'ADP', 'PART', 'VERB']",6,2,0,0,2,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,47,4,C,arms in y shape,1,arms in y shape,"[arm, in, y, shape]","[arm in, in y, y shape]","[arm in y, in y shape]","['NOUN', 'ADP', 'PROPN', 'NOUN']",4,3,0,0,0,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,48,4,E,bunny ears,1,bunny ears,"[bunny, ear]",[bunny ear],[],"['PROPN', 'NOUN']",2,2,0,0,0,0,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,49,5,C,arms in y,1,arms in y,"[arm, in, y]","[arm in, in y]",[arm in y],"['NOUN', 'ADP', 'PROPN']",3,2,0,0,0,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,50,5,K,kneeling facing right,1,kneeling facing right,"[kneel, face, right]","[kneel face, face right]",[kneel face right],"['VERB', 'VERB', 'ADV']",3,0,0,0,2,0,0,0,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,51,5,L,about to kneel,1,about to kneel,"[about, to, kneel]","[about to, to kneel]",[about to kneel],"['ADP', 'PART', 'VERB']",3,0,0,0,1,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,52,5,G,woman with elbow raised,1,woman with elbow raised,"[woman, with, elbow, raise]","[woman with, with elbow, elbow raise]","[woman with elbow, with elbow raise]","['NOUN', 'ADP', 'NOUN', 'VERB']",4,2,0,0,1,0,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,53,5,F,sitting knees bent,1,sitting knees bent,"[sit, knee, bent]","[sit knee, knee bent]",[sit knee bent],"['VERB', 'NOUN', 'ADJ']",3,1,0,0,1,1,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,54,5,H,"legless, facing us",1,"legless, facing us","[legless, face, -PRON-]","[legless face, face -PRON-]",[legless face -PRON-],"['ADJ', 'VERB', 'PRON']",3,0,0,1,1,1,0,0,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,55,5,J,straight line on left,1,straight line on left,"[straight, line, on, left]","[straight line, line on, on left]","[straight line on, line on left]","['ADJ', 'NOUN', 'ADP', 'ADJ']",4,1,0,0,0,2,0,1,0,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,56,5,B,kneel arms spread left and right,1,kneel arms spread left and right,"[kneel, arm, spread, leave, and, right]","[kneel arm, arm spread, spread leave, leave and, and right]","[kneel arm spread, arm spread leave, spread leave and, leave and right]","['VERB', 'NOUN', 'ADV', 'VERB', 'CCONJ', 'INTJ']",6,1,0,0,2,0,1,0,1,0,0,0
0349-951c1418-40e9-48b3-8290-7ed4461f4d54,57,5,A,stand 1 leg arms raised,1,stand 1 leg arms raised,"[stand, leg, arm, raise]","[stand leg, leg arm, arm raise]","[stand leg arm, leg arm raise]","['VERB', 'NUM', 'NOUN', 'NOUN', 'VERB']",5,2,0,0,2,0,0,0,0,0,0,1
