,gameid,repetitionNum,contents,intendedName,SBAR,PP,CC,NP
3815,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,1,"this one looks like it could be facing forward, head is attached more than the other objects are",H,True,True,,True
3816,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,1,facing right this looks like the object that was kneeling down except it isn't all the way to the floor,L,True,True,,True
3817,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,1,"this object looks like it is also facing forward, has a triangle at the top right and bottom right poking out, and is completely straight on the left side of the body",J,True,True,True,True
3818,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,1,"this object looks like it is flying, or like a ghost, doesn't look like it has legs",C,True,True,True,True
3819,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,1,"this object looks almost like a rat, doesn't look as human as the rest, large triangle shape poking out on the left side, it also has a clear triangle on the right that is almost broken off",B,True,True,,True
3820,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,1,"object is facing left, it also doesn't look human, even more so than the last, head area is to the left with two triangles behind its body/head",G,,True,,True
3821,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,1,facing left this object looks like it is flying with one leg in the air,I,,True,,True
3822,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,this one looks like the ghost with no legs,C,,True,,True
3823,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,facing left this is the object sitting down with knees bent,F,,True,,True
3824,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,"facing left, one leg in the air, with hands up towards the sky and bent and head to the right of the body",A,,True,True,True
3825,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,this is the one that looks like the priest that is facing left,D,True,True,,True
3826,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,facing left this one looks like it is flying with one leg in the air,I,,True,,True
3827,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,"this is the weird one that doesn't, t look human, two triangles to the right of its head",G,True,True,,True
3828,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,bunny rabbit,E,,,,
3829,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,facing right the object looks like it is almost kneeling down,L,True,,,True
3830,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,"facing forward, left of body is completely straight",J,,True,,True
3831,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,"facing right this object looks like it is kneeling, with triangle in its back",K,,True,,True
3832,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,"looks like it is facing forward, head is attached more than the others, triangle on bottom right side",H,True,True,,True
3833,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,2,"the girl with the pony tail, or the rat",B,,True,True,True
3834,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"again facing forward, head attached more than the rest, triangle bottom right",H,,True,,True
3835,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,bunny rabbit,E,,,,
3836,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"facing forward, left of body is completely straight, two triangles on the right side of body",J,,True,,True
3837,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"the weird looking object, head to the left, two triangles to the right of the head/body",G,,True,,True
3838,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"facing left, looks like it is flying, leg in the air",I,,True,,True
3839,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,ghost with no legs,C,,True,,True
3840,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,girl with pony tail,B,,True,,True
3841,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"facing left, one leg in the air with arms towards the sky and bent down, head is on the right side of body",A,,True,True,True
3842,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,priest facing left,D,,,,True
3843,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"facing right, almost bent down, no triangle on left side of body",L,,True,,True
3844,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"facing left, sitting down, knees bent",F,,,,True
3845,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,3,"facing right, kneeling down with triangle in its back",K,,True,,True
3846,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"facing left, sitting down, knees bent",F,,,,True
3847,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"facing forward, left side of body is straight, two triangles on right side",J,,True,,True
3848,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,priest facing left,D,,,,True
3849,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"facing left, looks like it is flying, one leg in air",I,True,True,,True
3850,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"weird object, head on left side, two triangles on the right",G,,True,,True
3851,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"facing right, almost kneeling, no triangle in its back",L,,True,,True
3852,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,ghost with no legs,C,,True,,True
3853,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"facing left, one leg in the air, arms raised towards the sky and bent, head is on the right side",A,,True,True,True
3854,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,bunny rabbit,E,,,,
3855,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,girl with pony tail,B,,True,,True
3856,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"facing forward, head attached more than the others, triangle on bottom right",H,,True,,True
3857,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,4,"facing right, kneeling down, triangle in back",K,,True,,True
3858,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"facing forward, head attached more than the rest, triangle on bottom right",H,,True,,True
3859,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"weird object head on left side, two triangles on right side",G,,True,,True
3860,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,priest facing left,D,,,,True
3861,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"facing left, leg in air, looks like it is flying",I,,True,,True
3862,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"facing left, sitting down, knees bent",F,,,,True
3863,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"facing forward, left side of body is straight, two triangles on right side of body",J,,True,,True
3864,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,ghost,C,,,,
3865,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"facing right, almost kneeling, no triangle in its back",L,,True,,True
3866,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,girl with pony tail,B,,True,,True
3867,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,bunny rabbit,E,,,,
3868,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"facing right, kneeling down, triangle in its back",K,,True,,True
3869,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,5,"facing left, leg in air, arms raised up and bent, head is on right side",A,,True,True,True
3870,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"facing right, almost kneeling, no triangle in its back",L,,True,,True
3871,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"facing left, one leg in the air, arms raised up and bent, head to the right of body",A,,True,True,True
3872,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"facing forward, head attached more than the rest, triangle on bottom right",H,,True,,True
3873,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,bunny rabbit,E,,,,
3874,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"facing right, kneeling all the way, triangle in back",K,,True,,True
3875,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,priest,D,,,,
3876,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"weird object head to the right, two triangles to the right of the body",G,,True,,True
3877,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"facing forward, left side of body is straight, right side has two triangles",J,,True,,True
3878,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"facing left, sitting down, knees bent",F,,,,True
3879,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,girl with pony tail,B,,True,,True
3880,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,"facing left, leg in air, looks like it is flying",I,,True,,True
3881,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,6,ghost,C,,,,
3882,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,the object looks like someone doing a side lunge with left elbow up and right hand across body to the floor,G,,True,True,True
3883,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,person looks like they are kneeling with head looking down not up,B,,True,,True
3884,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,image looks like it doesn't have feet and they are covered,H,,True,True,True
3885,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,doing a squat with arms out front,L,,True,,True
3886,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,looks like they are putting their arms in the 'i don't know' stance,C,,True,,True
3887,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,person looks like they are skating with one leg back and arms in the front,I,,True,True,True
3888,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,person looks like they are kneeling are praying and looking up,K,True,,True,True
3889,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,"triangle head square is on the left and triangle shoulder, no bunny ears, did you see boo on monsters, inc",J,,True,True,True
3890,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,cap and gown looking holding a tray,D,,,True,True
3891,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,flag holding with one foot up and looks like a dinosaur,A,,True,True,True
3892,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,sitting with knees up and movie camera on head,E,,True,True,True
3893,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,1,"sitting back with sad looking head looking down, leaning back",F,,True,,True
3894,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,"same clue as before, person leaning back on elbows with knees up",F,,True,,True
3895,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,skater,I,,,,
3896,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,no feet guy again,H,,,,True
3897,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,"dinosaur flag dude, again",A,,,,True
3898,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,graduate again,D,,,,
3899,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,portly figure sideways square as head,J,,True,,True
3900,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,sideways lunge again,G,,,,True
3901,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,"kneeling,both elbows up and pointy and looking down",B,,,True,True
3902,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,"squat dude with arms in front, squatting",L,,True,,True
3903,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,"'i don't know' guy, again",C,,,,True
3904,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,fan looking thing on head of person sitting,E,,True,,True
3905,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,2,kneeling arms in front looking up,K,,True,,True
3906,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,leaning back on elbows looking down,F,,True,,True
3907,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,"graduate, again",D,,,,True
3908,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,"kneeling, pointy elbows up looking down again",B,,,,
3909,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,i don't know guy,C,,,,True
3910,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,squatting dude,L,,,,
3911,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,"no feet fellow,again",H,,,,True
3912,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,"kneeling, arms in front looking up",K,,True,,True
3913,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,skater,I,,,,
3914,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,"squatty short guy, sideways square as head",J,,True,,True
3915,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,lunge,G,,,,
3916,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,dinosaur flag,A,,,,
3917,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,3,fan head sitter,E,,,,
3918,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,i don't know guy,C,,,,True
3919,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,short squatty sideways square head,J,,,,
3920,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,point elbows up kneeling looking down,B,,,,True
3921,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,graduate,D,,,,
3922,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,lunger,G,,,,
3923,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,leaning back on elbows looking down,F,,True,,True
3924,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,no feet dude,H,,,,True
3925,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,fan head,E,,,,
3926,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,"praying, kneeling, looking up",K,,,,
3927,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,skater,I,,,,
3928,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,dino flag,A,,,,
3929,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,4,"squatting, arms in front",L,,True,,True
3930,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,graduate,D,,,,
3931,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,pointy elbow kneeling looking down,B,,,,True
3932,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,i don't know guy,C,,,,True
3933,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,skater,I,,,,
3934,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,"kneeling, arms in front looking up",K,,True,,True
3935,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,short squatty sideways square head,J,,,,
3936,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,graduate,A,,,,
3937,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,squatting,L,,,,
3938,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,lunger,G,,,,
3939,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,no feet guy,H,,,,
3940,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,leaning back on elbows looking down,F,,True,,True
3941,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,5,fan head,E,,,,
3942,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,squatting arms in front,L,,True,,True
3943,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,lunger,G,,,,
3944,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,"short squatty sideways square head, always want to type spongebob",J,,,,True
3945,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,fan head,E,,,,
3946,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,skater,I,,,,
3947,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,"praying, kneeling, looking up",K,,,,
3948,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,no feet dude,H,,,,True
3949,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,"point elbows, kneeling, looking down",B,,,,True
3950,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,dino flag,A,,,,
3951,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,graduate,D,,,,
3952,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,leaning back looking down,F,,,,
3953,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,6,i don't know guy,C,,,,True
3954,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one kinda looks like they are looking a little down and kneeling with both arms out, wearing a dress maybe",B,,True,True,True
3955,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one is sitting down, with his knees up",F,,True,,True
3956,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one looks like a ghost almost, with his arms raised up",C,,True,,True
3957,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,this one looks like he is balancing on one leg with his arms out,I,,True,,True
3958,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one looks like a woman in a dress who is throwing her head back, and walking with her hand up",G,,True,True,True
3959,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,this one looks like a preacher holding a book and standing straight,D,,,True,True
3960,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,this one has bunny ears,E,,,,True
3961,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one looks like the preacher except he is bending his knees, hmm he is facing right, bending not kneeling",L,True,True,,True
3962,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one looks like a man with a block on his back, maybe he is wearing a hazmat suit",A,,True,,True
3963,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one kinda looks like a smaller kid who is a little overweight, his chest has a pointy part",J,True,True,,True
3964,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,"this one looks like a person kneeling with their hand out and has a hood, hmm, yes looks like the bent knee preacher, except kneeling",K,,True,True,True
3965,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,1,looks like the small kid but no pointy chest,H,,True,True,True
3966,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,"woman with arm and leg forward in a dress with head back, no she is definitely not sitting",G,,True,True,True
3967,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,bunny ears,E,,,,
3968,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,ghost man,C,,,,
3969,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,kneeling preacher,K,,,,
3970,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,hazmat suit,A,,,,
3971,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,"laying on his back with a hump, he has a square head and his feet are on the left side",F,,True,True,True
3972,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,kid with pointy chest,J,,True,,True
3973,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,bending preacher,L,,,,True
3974,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,"hmm i don't know what to call this guy, he is like a dancing man with arms out to the left",I,True,True,,True
3975,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,standing preacher,D,,,,
3976,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,"do not think we had this one, square head with diamond on right side",B,True,True,,True
3977,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,2,"similar to kid, no pointy chest",H,,True,,True
3978,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,"kid, yes",J,,,,True
3979,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,ghost man,C,,,,
3980,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,"square triangle on side, like last time",B,,True,,True
3981,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,standing preacher,D,,,,
3982,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,bunny ears,E,,,,
3983,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,err the woman with dress with her head back,G,,True,,True
3984,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,kid with not pointy chest,H,,True,,True
3985,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,dancing man,I,,,,
3986,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,"hump man, on ground",F,,True,,True
3987,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,"bending preacher, ok",L,,,,
3988,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,kneeling preacher,K,,,,
3989,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,3,hazmat,A,,,,
3990,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,dancing man,I,,,,
3991,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,kid with not pointy chest,H,,True,,True
3992,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,bending preacher,L,,,,True
3993,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,kneeling preacher,K,,,,
3994,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,standing preacher,D,,,,
3995,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,dancing lady,G,,,,
3996,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,hazmat,A,,,,
3997,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,ghost,C,,,,
3998,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,square triangle on side forgot that one,B,,True,,True
3999,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,kid pointy chest,J,,,,True
4000,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,bunny ears,E,,,,
4001,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,4,hump man,F,,,,
4002,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,kneeling preacher,K,,,,
4003,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,ghost man,C,,,,
4004,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,hump man,F,,,,
4005,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,hazmat,A,,,,
4006,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,dancing man,I,,,,
4007,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,standing preacher,D,,,,
4008,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,kid non pointy,H,,,,True
4009,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,bending preacher,L,,,,True
4010,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,kid pointy chest,J,,,,True
4011,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,bunny ears,E,,,,
4012,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,square triangle head,B,,,,
4013,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,5,dancing lady,G,,,,
4014,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,dancing lady again,G,,,,True
4015,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,bending preacher,L,,,,True
4016,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,triangle square head,B,,,,
4017,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,standing preacher,D,,,,
4018,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,kneeling preacher,K,,,,
4019,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,bunny ears,E,,,,
4020,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,hump man,F,,,,
4021,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,kid not pointy,H,,,,
4022,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,kid pointy,J,,,,
4023,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,dancing man,I,,,,
4024,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,ghost man,C,,,,
4025,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,6,hazmat,A,,,,
4026,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"person looks like they are laying on the ground with arms outstretched, like a snow angel",C,,True,,True
4027,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"only box that does not have a square directly on top, it is 2 triangles than the square, large square on bottom",E,True,True,,True
4028,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"square on top, bottom looks like a large blob, right side pointing right, sorry hard, bottom part has 8 sides, only 2 parts, no",H,,True,,True
4029,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"square on top shaped like diamond, bottom whole piece with a cutout on the left like a square fits in, right side looks like a mouth opened or a 1/2 diamond shape could fit in it, no, top part looks like 2 squares attached",K,,True,True,True
4030,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"square with a triangle on the right side attached, also looks like there is a triangle on the bottom left hand corner",B,,True,,True
4031,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,looks like a person kicking there foot with a square that is on it's back,A,True,True,,True
4032,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"looks like a person standing and holding something, square diamond shaped head, and the shape looks like a square with a plate on top",D,,True,True,True
4033,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"looks like a person doing a yoga pose, both hands out, 1 foot on the ground and other kicked out",I,,True,True,True
4034,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"looks like a person sitting down with knees bent, and square head leaving forward",F,,True,True,True
4035,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"diamond shaped head, the rest of the box is straight lined on 3 sides, the right side has a jagged line, cut in on 2 places, straight line, top, bottom left side",J,,True,,True
4036,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,"square box top, left hand corner, 2 triangles on right, bottom part is long",G,,True,,True
4037,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,1,person looks like they are praying with their hands out and knees bent,L,True,True,True,True
4038,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"ok we did this one, it has a square head diamond shape, the body looks almost like an emerald cut ring, it has 8 sides large bottom piece, only 2 parts",H,,True,,True
4039,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"person kicking their leg out, looks like a big nose , with a square right on his back neck area",A,,True,,True
4040,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"large triangle on the bottom, looks like 2 put together, than a diamond shaped square, than 2 triangles on top",E,,True,,True
4041,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"on the tops is a square on left, on right side is 2 triangles, bottom part is large piece which seams to be a square, large piece that has a triangle connected to bottom right, questions",G,True,True,,True
4042,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"diamond shape on top, bottom,top and left side straight lines, right side looks like it is jagged",J,,True,True,True
4043,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"bottom left triangle connected to a large piece, top looks like 2 triangles and a diamond square all connected, i've only got 37 min left to finish",B,,True,True,True
4044,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,person sitting down with knees bent and a diamond shaped head,F,,True,True,True
4045,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"person praying, with knees bent and diamond shaped head, facing right, bent i would say",L,,True,True,True
4046,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,"correct, yoga pose one with outstretched leg",I,,True,,True
4047,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,2,the kneeling praying one,K,,,,True
