,gameid,intendedName,repetitionNum,x_tsne,y_tsne
1407,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,D,3,-5.4231014,13.734447
1408,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,D,4,-5.4231434,13.734352
1409,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,D,5,-7.6462054,14.004287
1410,1567-e80221b4-f349-4b3b-9921-224ee47eea1f,D,6,-7.6447387,14.00521
1411,1598-17655913-31a4-4ca6-b86c-383db06bfde9,D,1,4.39261,2.3366969
1412,1598-17655913-31a4-4ca6-b86c-383db06bfde9,D,2,4.5185814,2.233563
1413,1598-17655913-31a4-4ca6-b86c-383db06bfde9,D,3,14.632013,-4.8877625
1414,1598-17655913-31a4-4ca6-b86c-383db06bfde9,D,4,14.905995,-5.1013536
1415,1598-17655913-31a4-4ca6-b86c-383db06bfde9,D,5,14.397846,-5.1740046
1416,1598-17655913-31a4-4ca6-b86c-383db06bfde9,D,6,14.671931,-5.3864484
1417,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,D,1,-2.8905647,-2.6549606
1418,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,D,2,-18.846443,-16.430033
1419,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,D,3,-24.549677,-18.651041
1420,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,D,4,-22.558712,-18.76468
1421,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,D,5,-21.563438,-17.536629
1422,1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,D,6,-22.06836,-20.291023
1423,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,D,1,10.539665,6.5610185
1424,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,D,2,3.4974773,15.201352
1425,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,D,3,4.131866,16.60772
1426,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,D,4,4.932017,17.89193
1427,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,D,5,3.5940096,16.230871
1428,1670-7a1fc24b-6599-4efb-8a98-22ce7368261a,D,6,3.5940096,16.230871
1429,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,D,1,2.5373125,13.188356
1430,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,D,2,6.0201697,-3.5471008
1431,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,D,3,2.2034936,13.874536
1432,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,D,5,3.9104595,-13.197963
1433,1747-31c92e68-6900-4f75-b1d5-f0fe4ea823a3,D,6,3.392991,-13.924215
1434,2002-d128dee1-72d2-4585-9488-fcedfabe7722,D,1,-1.4626907,9.635752
1435,2002-d128dee1-72d2-4585-9488-fcedfabe7722,D,2,-13.87362,-0.3341033
1436,2002-d128dee1-72d2-4585-9488-fcedfabe7722,D,4,-5.511731,4.8072257
1437,2002-d128dee1-72d2-4585-9488-fcedfabe7722,D,5,-5.7646728,5.149816
1438,2002-d128dee1-72d2-4585-9488-fcedfabe7722,D,6,-17.35802,1.8912004
1439,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,D,1,-2.2351782,-3.6110945
1440,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,D,2,-14.065054,3.7405145
1441,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,D,3,-14.240402,2.679666
1442,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,D,4,-13.889646,2.6076155
1443,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,D,5,-15.218736,2.8986442
1444,2223-ecc53ef3-7e9a-4776-b7c5-6811400d1a65,D,6,-15.218735,2.8986444
1445,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,D,1,-1.6535977,5.6135063
1446,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,D,2,-12.582854,9.590805
1447,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,D,3,-13.050086,9.693121
1448,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,D,4,-12.540591,9.114769
1449,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,D,5,-12.901045,8.95831
1450,2403-abcbe4e3-634c-40ec-89f8-95a95baedff9,D,6,-13.218421,9.336677
1451,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,D,1,-8.188894,9.109995
1452,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,D,2,-14.352168,15.583913
1453,2535-a47c997d-4aac-43f5-adad-6d8e492ba2eb,D,3,-8.362729,9.653701
1454,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,D,1,8.839193,-3.0258265
1455,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,D,2,4.460099,-0.35067064
1456,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,D,3,8.274493,-6.7427177
1457,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,D,4,8.633602,-6.6690164
1458,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,D,5,8.274493,-6.7427177
1459,3296-212e4ca6-9ec7-4e38-bacf-a739c9812e48,D,6,8.633602,-6.6690164
1460,3321-5540179d-7955-4363-b9d2-e392f26a1256,D,1,4.6613083,4.9121857
1461,3321-5540179d-7955-4363-b9d2-e392f26a1256,D,2,-21.311234,9.958221
1462,3321-5540179d-7955-4363-b9d2-e392f26a1256,D,3,-21.260231,9.938545
1463,3321-5540179d-7955-4363-b9d2-e392f26a1256,D,4,-23.379225,10.220122
1464,3321-5540179d-7955-4363-b9d2-e392f26a1256,D,5,-23.379223,10.220104
1465,3321-5540179d-7955-4363-b9d2-e392f26a1256,D,6,-23.379223,10.220323
1466,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,D,1,1.3116994,-4.983216
1467,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,D,2,-1.3451878,-3.9758341
1468,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,D,3,0.412957,-3.6595967
1469,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,D,4,0.78262347,-2.5578873
1470,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,D,5,-1.1473001,-4.5097675
1471,3419-7061f84e-30ba-48dc-9bc3-133c5fdf8fa3,D,6,-14.32762,16.33298
1472,3453-2eab60c9-d1cd-4245-919c-c499f303740e,D,1,3.3053634,4.912898
1473,3453-2eab60c9-d1cd-4245-919c-c499f303740e,D,2,-0.79680693,8.490163
1474,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,D,1,12.874057,3.020164
1475,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,D,2,12.174739,3.541293
1476,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,D,3,9.8717165,12.8271475
1477,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,D,4,9.535628,13.315275
1478,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,D,5,9.95468,13.180379
1479,3617-9ac86786-87e4-468d-bbd9-ffdb2a55bf4e,D,6,9.42169,12.968864
1480,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,D,1,24.328016,18.646488
1481,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,D,2,20.593916,3.3453848
1482,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,D,3,23.905695,18.058931
1483,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,D,4,25.725872,17.53121
1484,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,D,5,22.1984,0.51115876
1485,3752-a8b52b62-f711-4601-a8cc-a8afddd35560,D,6,22.841633,0.37453222
1486,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,D,1,10.335401,1.4664173
1487,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,D,2,10.8211155,-0.46678153
1488,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,D,3,11.007062,-0.37335643
1489,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,D,4,-12.731254,-22.708727
1490,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,D,5,-12.956514,-23.26861
1491,4011-501727ae-d5dc-405f-8450-3cca55fc99e7,D,6,-13.571971,-23.345745
1492,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,D,1,16.121971,12.403769
1493,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,D,2,-2.8380115,-15.312534
1494,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,D,3,-2.8824372,-15.842223
1495,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,D,4,-3.1985168,-15.472097
1496,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,D,5,-2.8824372,-15.842223
1497,4045-c97cdcce-7538-408d-b8dd-5de0f2de8574,D,6,-1.317171,-15.290883
1498,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,D,1,6.0219903,3.2996242
1499,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,D,2,-3.357929,0.99170655
1500,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,D,3,-16.107216,9.418684
1501,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,D,4,-16.905521,9.160748
1502,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,D,5,-14.772546,16.15664
1503,4090-bf4b8726-1596-4231-84d9-718a2a37eee3,D,6,-16.571253,9.601614
1504,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,D,1,-2.6622705,3.8953087
1505,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,D,2,-2.7283394,5.313582
1506,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,D,3,-8.5708275,5.7142587
1507,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,D,4,-8.5708275,5.7142587
1508,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,D,5,-8.780413,5.3579154
1509,4369-cd2d1d26-3bf9-4e54-a79a-2aacea53b331,D,6,-8.442104,5.3170953
1510,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,D,1,-0.38449964,9.905589
1511,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,D,2,-0.47319385,10.087026
1512,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,D,3,-0.38449964,9.905589
1513,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,D,4,1.6836776,20.71957
1514,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,D,5,2.5071826,20.638721
1515,4505-8cf1d946-db8a-413a-93bd-97bb5ba3fda6,D,6,1.7625833,20.241306
1516,4513-c541e940-73fd-46b6-b19c-221458a22970,D,1,-3.1916327,5.505268
1517,4513-c541e940-73fd-46b6-b19c-221458a22970,D,2,2.7957165,-8.01561
1518,4513-c541e940-73fd-46b6-b19c-221458a22970,D,3,3.4284172,-8.651431
1519,4513-c541e940-73fd-46b6-b19c-221458a22970,D,4,6.6965117,-20.50132
1520,4513-c541e940-73fd-46b6-b19c-221458a22970,D,5,3.9576259,-9.778822
1521,4513-c541e940-73fd-46b6-b19c-221458a22970,D,6,6.3415794,-10.444511
1522,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,D,1,1.1018035,4.0094934
1523,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,D,2,25.099987,18.677776
1524,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,D,3,25.277397,16.912294
1525,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,D,4,24.18627,17.438957
1526,4676-a65ba686-b220-4f71-91d6-0fbf1138e726,D,6,24.97399,17.569782
1527,4729-d4a13957-3f36-496d-8eea-8c528e25740e,D,1,1.1515288,0.052803192
1528,4729-d4a13957-3f36-496d-8eea-8c528e25740e,D,3,-14.737425,15.677184
1529,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,D,1,-8.672394,2.4229255
1530,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,D,2,-8.214315,2.0912597
1531,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,D,3,-8.50289,1.6480259
1532,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,D,4,-9.24066,1.2246981
1533,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,D,5,-9.434336,1.7662721
1534,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,D,6,-8.674349,1.1576326
1535,4824-58d5c545-a718-4653-89db-4be922da59d7,D,1,0.5004715,-8.066975
1536,4824-58d5c545-a718-4653-89db-4be922da59d7,D,2,0.20996338,-7.223978
1537,4824-58d5c545-a718-4653-89db-4be922da59d7,D,3,0.5946203,-8.254139
1538,4824-58d5c545-a718-4653-89db-4be922da59d7,D,4,3.477258,-18.954893
1539,4824-58d5c545-a718-4653-89db-4be922da59d7,D,5,2.0432644,-17.017162
1540,4824-58d5c545-a718-4653-89db-4be922da59d7,D,6,2.52914,-18.575203
1541,4843-98b6ce35-ee60-474f-8281-9a944213f01e,D,1,-5.2321906,21.735224
1542,4843-98b6ce35-ee60-474f-8281-9a944213f01e,D,2,-5.6693525,18.057499
1543,4843-98b6ce35-ee60-474f-8281-9a944213f01e,D,3,-5.268533,18.99958
1544,4843-98b6ce35-ee60-474f-8281-9a944213f01e,D,4,-5.660994,18.124117
1545,4843-98b6ce35-ee60-474f-8281-9a944213f01e,D,5,-5.268533,18.99958
1546,4843-98b6ce35-ee60-474f-8281-9a944213f01e,D,6,-6.16474,18.83723
1547,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,D,1,-17.581987,-15.3137455
1548,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,D,2,-21.881554,-19.230698
1549,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,D,3,-21.669142,-18.500605
1550,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,D,4,-23.339985,-19.51996
1551,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,D,5,-24.148155,-19.740152
1552,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,D,6,-22.257746,-18.029886
1553,5032-f97819b4-cbef-4293-9d27-81134172edac,D,1,19.486238,8.409589
1554,5032-f97819b4-cbef-4293-9d27-81134172edac,D,2,26.370693,7.5738363
1555,5032-f97819b4-cbef-4293-9d27-81134172edac,D,3,21.573954,8.455048
1556,5032-f97819b4-cbef-4293-9d27-81134172edac,D,4,28.113792,5.9672217
1557,5032-f97819b4-cbef-4293-9d27-81134172edac,D,5,27.036667,7.9803815
1558,5032-f97819b4-cbef-4293-9d27-81134172edac,D,6,26.179234,6.8950415
1559,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,D,1,15.2793455,13.253917
1560,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,D,2,16.121819,12.404124
1561,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,D,3,16.752575,16.59707
1562,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,D,4,17.437191,17.253702
1563,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,D,5,16.214893,17.426218
1564,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,D,6,17.27852,16.719555
1565,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,D,1,2.1018212,-6.6752963
1566,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,D,2,4.0936403,-12.987816
1567,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,D,3,12.17676,-20.806408
1568,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,D,4,12.548492,-20.356451
1569,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,D,5,12.562754,-20.782461
1570,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,D,6,12.163251,-20.378685
1571,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,D,1,-22.770645,-17.659048
1572,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,D,3,-23.519457,-17.84462
1573,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,D,4,-20.887615,-17.933683
1574,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,D,5,-21.246801,-19.77229
1575,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,D,6,-22.707993,-16.801384
1576,5192-8023d95b-29c5-49aa-a245-42924607dd4b,D,1,11.206367,2.7838748
1577,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,D,1,-1.3523679,14.174195
1578,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,D,2,3.3716714,18.282383
1579,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,D,3,0.7764083,24.72767
1580,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,D,4,2.2498903,20.20175
1581,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,D,6,5.673916,16.53374
1582,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,D,1,9.038213,-1.1027266
1583,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,D,2,8.61397,-0.4263902
1584,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,D,3,8.615129,-0.42758486
1585,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,D,4,-2.0919912,-1.3700086
1586,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,D,5,-2.0923629,-1.3700314
1587,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,D,6,-2.091446,-1.3699565
1588,5774-0e16513f-9938-4b1e-a647-86933d7ef911,D,1,-4.504462,8.3712435
1589,5774-0e16513f-9938-4b1e-a647-86933d7ef911,D,2,22.492998,6.801972
1590,5774-0e16513f-9938-4b1e-a647-86933d7ef911,D,3,28.481726,6.6215973
1591,5774-0e16513f-9938-4b1e-a647-86933d7ef911,D,4,22.467505,7.660969
1592,5774-0e16513f-9938-4b1e-a647-86933d7ef911,D,5,22.467505,7.660969
1593,5774-0e16513f-9938-4b1e-a647-86933d7ef911,D,6,22.467505,7.660969
1594,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,D,1,7.734832,1.8569237
1595,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,D,2,7.059177,2.1333117
1596,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,D,3,8.14914,1.8425735
1597,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,D,4,-4.806288,8.879492
1598,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,D,5,-4.986111,5.603635
1599,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,D,6,-4.8081875,8.879808
1600,5851-2c495782-8cef-496e-abba-1730655488cb,D,1,-2.1388562,18.874283
1601,5851-2c495782-8cef-496e-abba-1730655488cb,D,2,-12.859926,-12.382565
1602,5851-2c495782-8cef-496e-abba-1730655488cb,D,3,-23.576527,-16.884203
1603,5851-2c495782-8cef-496e-abba-1730655488cb,D,4,-23.074682,-20.383156
1604,5851-2c495782-8cef-496e-abba-1730655488cb,D,5,-23.131784,-18.524464
1605,5851-2c495782-8cef-496e-abba-1730655488cb,D,6,-21.852318,-16.843513
1606,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,D,1,-13.783189,-0.36790112
1607,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,D,2,-19.357443,-1.4295702
1608,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,D,3,-19.001099,-1.0517659
1609,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,D,4,-17.106947,1.4531418
1610,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,D,5,-17.790169,1.8094534
1611,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,D,6,-17.794477,1.33834
1612,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,D,2,-5.2321906,21.735224
1613,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,D,3,-5.2321906,21.735224
1614,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,D,1,4.321246,6.502279
1615,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,D,2,7.6502147,-14.127523
1616,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,D,3,7.399512,-13.569072
1617,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,D,4,8.081742,-15.2787695
1618,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,D,5,8.081742,-15.2787695
1619,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,D,6,8.081742,-15.2787695
1620,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,D,1,-0.108444445,3.567499
1621,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,D,2,-0.10688428,3.5675845
1622,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,D,3,0.20459048,2.6997013
1623,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,D,4,1.1515288,0.05280311
1624,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,D,5,0.36669818,2.771808
1625,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,D,6,-0.050968204,2.6711705
1626,6402-3db6c45b-0b53-4906-b5cf-17517d013671,D,1,7.499103,-0.51533103
1627,6402-3db6c45b-0b53-4906-b5cf-17517d013671,D,2,6.3675814,-2.263822
1628,6402-3db6c45b-0b53-4906-b5cf-17517d013671,D,3,7.361101,-21.10083
1629,6402-3db6c45b-0b53-4906-b5cf-17517d013671,D,4,8.509163,-20.217257
1630,6402-3db6c45b-0b53-4906-b5cf-17517d013671,D,5,7.111415,-21.855925
1631,6402-3db6c45b-0b53-4906-b5cf-17517d013671,D,6,7.8258123,-21.961252
1632,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,D,1,-1.984663,0.06872317
1633,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,D,2,-4.8932643,-6.590498
1634,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,D,3,-4.92306,-6.6485066
1635,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,D,4,-6.1572833,-9.9026
1636,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,D,5,-6.1572833,-9.9026
1637,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,D,6,-6.1572833,-9.9026
1638,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,D,1,-13.597636,-5.038044
1639,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,D,2,-17.582895,-15.314278
1640,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,D,3,-23.779617,-18.792011
1641,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,D,4,-24.30346,-17.659725
1642,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,D,5,-22.617197,-19.532913
1643,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,D,6,-20.84386,-18.910715
1644,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,D,1,11.093843,-3.4853926
1645,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,D,3,7.937544,-19.762808
1646,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,D,4,7.1374407,-19.904037
1647,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,D,5,8.745318,-20.890934
1648,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,D,6,7.641213,-20.471563
1649,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,D,1,-14.75095,-2.9487388
1650,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,D,2,-12.911306,-22.081264
1651,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,D,3,-13.3691435,-22.615417
1652,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,D,4,-13.480159,-21.86584
1653,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,D,1,7.2697015,4.9450607
1654,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,D,2,6.877972,4.5547175
1655,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,D,3,10.25112,1.0449988
1656,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,D,4,17.39159,10.196199
1657,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,D,5,17.392056,10.1969385
1658,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,D,6,17.90595,9.812106
1659,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,D,1,2.0709398,6.099173
1660,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,D,2,6.884021,6.5927367
1661,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,D,3,-20.770515,-10.1151085
1662,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,D,4,-21.548954,-10.378484
1663,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,D,5,-21.512125,-9.752074
1664,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,D,6,-20.418135,-9.391308
1665,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,D,1,9.162618,4.6693144
1666,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,D,2,-20.010782,-9.853133
1667,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,D,3,-17.587376,-5.9711685
1668,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,D,4,-16.426662,-5.475127
1669,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,D,5,-16.42671,-5.475138
1670,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,D,6,-17.587376,-5.9711685
1671,7484-32a69501-b5bc-4166-ac2b-43214360890e,D,1,0.052030075,5.480301
1672,7484-32a69501-b5bc-4166-ac2b-43214360890e,D,2,-16.187603,8.877834
1673,7484-32a69501-b5bc-4166-ac2b-43214360890e,D,3,-14.186296,8.196449
1674,7484-32a69501-b5bc-4166-ac2b-43214360890e,D,4,-14.675517,7.700786
1675,7484-32a69501-b5bc-4166-ac2b-43214360890e,D,5,-16.646578,8.692493
1676,7484-32a69501-b5bc-4166-ac2b-43214360890e,D,6,-7.1842523,-1.170045
1677,7543-8662d7c6-aa4c-46a2-8125-7fad6ccd5afe,D,1,-5.3025465,-3.2774062
1678,7543-8662d7c6-aa4c-46a2-8125-7fad6ccd5afe,D,2,-7.3805304,1.14208
1679,7543-8662d7c6-aa4c-46a2-8125-7fad6ccd5afe,D,3,-5.4190125,-3.5890164
1680,7543-8662d7c6-aa4c-46a2-8125-7fad6ccd5afe,D,4,-16.889421,-8.473175
1681,7543-8662d7c6-aa4c-46a2-8125-7fad6ccd5afe,D,5,-20.00681,-10.47479
1682,7543-8662d7c6-aa4c-46a2-8125-7fad6ccd5afe,D,6,-20.487768,-10.877083
1683,7547-22755035-a3a9-4044-aca1-efacfbd02163,D,1,19.278812,7.555164
1684,7547-22755035-a3a9-4044-aca1-efacfbd02163,D,2,19.486238,8.409589
1685,7547-22755035-a3a9-4044-aca1-efacfbd02163,D,3,19.20247,8.349887
1686,7547-22755035-a3a9-4044-aca1-efacfbd02163,D,4,20.683733,6.690927
1687,7547-22755035-a3a9-4044-aca1-efacfbd02163,D,5,27.645103,6.741751
1688,7547-22755035-a3a9-4044-aca1-efacfbd02163,D,6,27.526741,5.5826335
1689,7642-536146ba-7c31-4590-832e-905c0126f60e,D,1,6.7062945,5.5239816
1690,7642-536146ba-7c31-4590-832e-905c0126f60e,D,2,-17.35184,1.1157916
1691,7642-536146ba-7c31-4590-832e-905c0126f60e,D,3,-16.766945,-23.363068
1692,7642-536146ba-7c31-4590-832e-905c0126f60e,D,4,-16.69352,-23.75644
1693,7642-536146ba-7c31-4590-832e-905c0126f60e,D,5,-16.484974,-23.295208
