,gameid,intendedName,repetitionNum,x_tsne,y_tsne,correct,is_nan
691,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,B,2,-25.129871,-0.17406577,1,False
692,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,B,3,-26.878283,1.0729963,1,False
693,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,B,4,-35.45479,14.2940445,1,False
694,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,B,5,-35.874928,14.640779,1,False
695,4803-a27d2cc6-e504-4f67-8216-22679d81b1a6,B,6,-35.974766,14.104278,1,False
696,4824-58d5c545-a718-4653-89db-4be922da59d7,B,1,-16.665041,-9.280448,0,False
697,4824-58d5c545-a718-4653-89db-4be922da59d7,B,2,-7.847029,0.7439642,1,False
698,4824-58d5c545-a718-4653-89db-4be922da59d7,B,3,-30.148571,12.634781,1,False
699,4824-58d5c545-a718-4653-89db-4be922da59d7,B,4,-29.53698,12.320421,1,False
700,4824-58d5c545-a718-4653-89db-4be922da59d7,B,5,-29.835453,13.258021,1,False
701,4824-58d5c545-a718-4653-89db-4be922da59d7,B,6,-29.221897,12.944112,1,False
702,4843-98b6ce35-ee60-474f-8281-9a944213f01e,B,1,-13.139543,3.7927704,0,False
703,4843-98b6ce35-ee60-474f-8281-9a944213f01e,B,2,-16.736189,18.749508,1,False
704,4843-98b6ce35-ee60-474f-8281-9a944213f01e,B,3,-14.850489,19.206823,1,False
705,4843-98b6ce35-ee60-474f-8281-9a944213f01e,B,4,-15.052984,19.258135,1,False
706,4843-98b6ce35-ee60-474f-8281-9a944213f01e,B,5,-16.44595,19.540152,1,False
707,4843-98b6ce35-ee60-474f-8281-9a944213f01e,B,6,-16.491978,20.520939,1,False
708,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,B,1,-22.989693,20.122023,0,False
709,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,B,2,-24.674627,18.62116,1,False
710,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,B,3,-24.085665,18.128714,1,False
711,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,B,4,-24.44415,19.384045,1,False
712,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,B,5,-23.773014,19.112206,1,False
713,4853-e6b0e457-f035-428e-be9a-9191a3a4a222,B,6,-23.386015,18.509386,1,False
714,5032-f97819b4-cbef-4293-9d27-81134172edac,B,1,12.846477,-10.040893,0,False
715,5032-f97819b4-cbef-4293-9d27-81134172edac,B,2,4.9053493,-15.481128,0,False
716,5032-f97819b4-cbef-4293-9d27-81134172edac,B,3,9.387676,6.068838,1,False
717,5032-f97819b4-cbef-4293-9d27-81134172edac,B,4,14.254568,10.746437,1,False
718,5032-f97819b4-cbef-4293-9d27-81134172edac,B,5,14.254568,10.746437,1,False
719,5032-f97819b4-cbef-4293-9d27-81134172edac,B,6,14.254568,10.746437,1,False
720,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,B,1,1.7594562,1.731519,1,False
721,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,B,2,-11.763752,-5.7983994,1,False
722,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,B,3,-12.277974,-5.9961243,0,False
723,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,B,4,-16.046375,-15.321618,0,False
724,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,B,5,-12.994723,-5.8237047,1,False
725,5100-ae37a906-ac5a-4cf2-b89a-aeb68b66e2b2,B,6,-16.046375,-15.321618,1,False
726,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,B,1,-6.9435635,5.1076117,0,False
727,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,B,2,-8.557086,5.351238,1,False
728,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,B,3,-26.62344,-0.5293702,1,False
729,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,B,4,-26.87828,1.0729959,1,False
730,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,B,5,-27.05348,-2.198793,1,False
731,5108-ab2d0b72-034a-4f00-991a-416faf93c98c,B,6,-27.05348,-2.198793,1,False
732,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,B,1,13.226797,5.3147907,0,False
733,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,B,2,15.404413,4.9452167,0,False
734,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,B,3,15.404413,4.9452167,1,False
735,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,B,4,26.772833,15.25875,1,False
736,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,B,5,26.877998,13.662487,1,False
737,5154-e7f636b5-f787-4bef-be2b-83083fd48c28,B,6,27.395731,12.680394,1,False
738,5192-8023d95b-29c5-49aa-a245-42924607dd4b,B,1,8.344129,-11.505451,1,False
739,5192-8023d95b-29c5-49aa-a245-42924607dd4b,B,2,3.0131335,-21.360826,1,False
740,5192-8023d95b-29c5-49aa-a245-42924607dd4b,B,3,14.396444,-22.707912,1,False
741,5192-8023d95b-29c5-49aa-a245-42924607dd4b,B,4,13.992818,-23.100954,1,False
742,5192-8023d95b-29c5-49aa-a245-42924607dd4b,B,5,14.396444,-22.707912,1,False
743,5192-8023d95b-29c5-49aa-a245-42924607dd4b,B,6,10.676946,-2.1296875,1,False
744,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,B,1,-3.7070625,2.8509486,0,False
745,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,B,2,-26.909567,3.571869,0,False
746,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,B,3,-15.773152,6.939098,0,False
747,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,B,4,-16.093443,5.7770824,0,False
748,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,B,5,-29.318426,4.057047,1,False
749,5315-f238c198-20c0-4162-932c-76cb0ad9e5b8,B,6,-7.069377,3.753585,0,False
750,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,B,1,18.715193,-2.3625672,1,False
751,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,B,2,18.168755,-2.7865088,1,False
752,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,B,3,24.94298,-3.654218,1,False
753,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,B,4,24.33806,-3.1834269,1,False
754,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,B,5,24.10735,-3.8610299,1,False
755,5693-668d2b0f-d15b-4769-acdf-8017caffe1e5,B,6,24.73948,-4.2856855,1,False
756,5774-0e16513f-9938-4b1e-a647-86933d7ef911,B,1,-0.49985,-0.06674399,1,False
757,5774-0e16513f-9938-4b1e-a647-86933d7ef911,B,2,-7.8638496,-7.823021,1,False
758,5774-0e16513f-9938-4b1e-a647-86933d7ef911,B,3,-7.1553187,-13.266152,0,False
759,5774-0e16513f-9938-4b1e-a647-86933d7ef911,B,4,-3.910317,0.42432207,1,False
760,5774-0e16513f-9938-4b1e-a647-86933d7ef911,B,5,-7.772609,-13.530266,1,False
761,5774-0e16513f-9938-4b1e-a647-86933d7ef911,B,6,-9.503983,-15.0685835,1,False
762,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,B,1,2.7349362,-8.966827,0,False
763,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,B,2,-10.894352,-8.739148,1,False
764,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,B,3,-14.240041,-8.439877,0,False
765,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,B,4,-18.742756,4.0671186,0,False
766,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,B,5,-19.048168,4.758849,0,False
767,5792-f5aa5cf6-b3d0-4444-8442-4ef42e3b7c08,B,6,-6.8539557,-1.1381294,0,False
768,5851-2c495782-8cef-496e-abba-1730655488cb,B,1,-28.353735,5.451746,1,False
769,5851-2c495782-8cef-496e-abba-1730655488cb,B,2,2.289761,30.56984,1,False
770,5851-2c495782-8cef-496e-abba-1730655488cb,B,3,3.3557403,30.602985,1,False
771,5851-2c495782-8cef-496e-abba-1730655488cb,B,4,2.015339,31.60199,1,False
772,5851-2c495782-8cef-496e-abba-1730655488cb,B,5,1.3115246,31.000717,1,False
773,5851-2c495782-8cef-496e-abba-1730655488cb,B,6,2.0878265,29.51524,1,False
774,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,B,1,-2.9129183,13.320619,0,False
775,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,B,2,-22.90962,1.8033193,1,False
776,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,B,3,-22.76951,1.8796664,1,False
777,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,B,4,-34.196823,0.14786305,1,False
778,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,B,5,-34.689655,-0.36039788,1,False
779,5964-47d6642b-ed6a-4458-8592-8919b41eda6e,B,6,-34.76046,0.681671,1,False
780,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,B,1,26.560022,-4.282767,0,False
781,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,B,2,34.79779,-6.5724564,1,False
782,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,B,3,32.46603,-4.8350983,1,False
783,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,B,4,33.093864,-7.259066,1,False
784,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,B,5,34.31834,-7.6568923,1,False
785,6064-6e0d77e9-b8e8-4a65-97d2-320567c486cc,B,6,34.531593,-3.4931245,1,False
786,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,B,1,-13.135438,-0.79328895,0,False
787,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,B,2,-15.647287,-2.272572,1,False
788,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,B,3,-12.52404,-0.6022981,1,False
789,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,B,4,-15.577353,-1.0565857,1,False
790,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,B,5,-16.099438,-1.2548671,1,False
791,6254-50e82f4c-5a88-4a7a-a1f1-53f6b5d4f778,B,6,-13.900569,1.4763435,1,False
792,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,B,1,12.034108,-0.34516922,0,False
793,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,B,2,3.9720886,-14.332238,0,False
794,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,B,3,10.828237,-4.239833,0,False
795,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,B,4,6.1131444,-13.67379,0,False
796,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,B,5,6.855835,-14.896726,0,False
797,6335-f2ee42fb-60a5-4238-9bfc-e23b14160049,B,6,7.7595687,-15.547551,0,False
798,6402-3db6c45b-0b53-4906-b5cf-17517d013671,B,1,0.3399605,-2.2977896,1,False
799,6402-3db6c45b-0b53-4906-b5cf-17517d013671,B,2,-2.7202277,13.480404,1,False
800,6402-3db6c45b-0b53-4906-b5cf-17517d013671,B,3,-32.70356,22.387367,1,False
801,6402-3db6c45b-0b53-4906-b5cf-17517d013671,B,4,-31.973286,22.317575,1,False
802,6402-3db6c45b-0b53-4906-b5cf-17517d013671,B,5,-31.898388,23.047766,1,False
803,6402-3db6c45b-0b53-4906-b5cf-17517d013671,B,6,-32.629177,23.117373,1,False
804,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,B,1,-1.9308047,-1.9726188,1,False
805,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,B,2,-22.017084,-14.7534895,1,False
806,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,B,3,-22.567556,-16.426962,1,False
807,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,B,4,-22.594475,-17.137812,1,False
808,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,B,5,-21.846138,-17.19529,1,False
809,6413-5ebde90e-fb15-4c9b-a6f9-0934ba1cc2a1,B,6,-21.790314,-16.489687,1,False
810,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,B,1,6.9340634,-6.1649346,1,False
811,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,B,2,16.97994,19.805244,1,False
812,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,B,3,17.76835,20.72136,1,False
813,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,B,4,18.05596,19.837006,1,False
814,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,B,5,18.536812,20.980192,1,False
815,6488-1c981017-2f98-48e2-88b2-b8a814c93bc1,B,6,18.612192,20.213793,1,False
816,6524-a23c203d-4591-4fa2-aabd-d9c0063cea73,B,1,8.340264,-0.08707135,1,False
817,6524-a23c203d-4591-4fa2-aabd-d9c0063cea73,B,2,-2.4100826,3.641218,0,False
818,6524-a23c203d-4591-4fa2-aabd-d9c0063cea73,B,3,-3.265886,6.968117,0,False
819,6524-a23c203d-4591-4fa2-aabd-d9c0063cea73,B,4,-3.6774821,7.7880073,1,False
820,6524-a23c203d-4591-4fa2-aabd-d9c0063cea73,B,5,-5.5642056,7.181503,0,False
821,6524-a23c203d-4591-4fa2-aabd-d9c0063cea73,B,6,-4.5724974,8.338754,0,False
822,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,B,1,-2.8287907,10.594072,0,False
823,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,B,2,-12.199773,7.4096684,0,False
824,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,B,3,-12.015378,7.9728446,1,False
825,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,B,4,-10.489563,8.111627,0,False
826,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,B,5,-11.742997,7.2337537,0,False
827,6956-00137ff0-3569-4135-81ab-8c0453a2f6ce,B,6,-10.848205,8.282266,1,False
828,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,B,1,-1.8128515,10.953054,1,False
829,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,B,2,11.694144,-11.8801,1,False
830,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,B,3,3.1119344,-17.401165,1,False
831,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,B,4,3.28742,-19.308632,1,False
832,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,B,5,-3.3323247,-20.172394,1,False
833,7026-d36b3d5a-1ba3-403c-bcbd-31d0d1a0aa6b,B,6,-3.3323247,-20.172394,1,False
834,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,B,1,5.4940386,-11.679257,1,False
835,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,B,2,9.682922,-10.34866,1,False
836,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,B,3,6.646762,-8.7390785,1,False
837,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,B,4,7.5600033,-12.546331,1,False
838,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,B,5,6.9780164,3.099675,1,False
839,7171-cf9d40d1-2a66-4c80-8db6-58ac192916f2,B,6,6.9780164,3.099675,1,False
840,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,B,1,-4.861516,2.7225003,1,False
841,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,B,2,-5.258362,-2.9936717,1,False
842,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,B,3,-21.04154,-6.964104,1,False
843,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,B,4,-10.610849,-27.14921,1,False
844,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,B,5,-10.465944,-26.703873,1,False
845,7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,B,6,-10.152071,-27.066393,1,False
846,7229-0a7402b0-329e-4b26-bc3a-ae26a388a6cc,B,1,-4.24754,4.0476985,0,False
847,7229-0a7402b0-329e-4b26-bc3a-ae26a388a6cc,B,2,8.051571,12.284399,1,False
848,7229-0a7402b0-329e-4b26-bc3a-ae26a388a6cc,B,3,9.876664,15.519031,1,False
849,7229-0a7402b0-329e-4b26-bc3a-ae26a388a6cc,B,4,8.027664,13.270013,1,False
850,7229-0a7402b0-329e-4b26-bc3a-ae26a388a6cc,B,5,9.876664,15.519032,1,False
851,7229-0a7402b0-329e-4b26-bc3a-ae26a388a6cc,B,6,7.9696136,12.763289,1,False
852,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,B,1,11.480094,-8.898928,1,False
853,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,B,2,4.9264717,7.912297,0,False
854,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,B,3,20.607956,-22.542429,1,False
855,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,B,4,19.94163,-22.541185,1,False
856,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,B,5,20.602808,-23.212717,1,False
857,7391-0be22306-9b90-402c-82b0-6bf7ce3ac35e,B,6,19.936401,-23.211264,1,False
858,7484-32a69501-b5bc-4166-ac2b-43214360890e,B,1,5.967452,-4.1799984,0,False
859,7484-32a69501-b5bc-4166-ac2b-43214360890e,B,2,-14.904928,14.561139,0,False
860,7484-32a69501-b5bc-4166-ac2b-43214360890e,B,3,-5.3395762,4.534454,0,False
861,7484-32a69501-b5bc-4166-ac2b-43214360890e,B,4,-4.7980785,24.937561,1,False
862,7484-32a69501-b5bc-4166-ac2b-43214360890e,B,5,1.3915256,7.250006,0,False
863,7484-32a69501-b5bc-4166-ac2b-43214360890e,B,6,-35.269867,8.35493,1,False
864,7547-22755035-a3a9-4044-aca1-efacfbd02163,B,1,12.434,-9.243312,0,False
865,7547-22755035-a3a9-4044-aca1-efacfbd02163,B,2,13.432536,-16.371788,0,False
866,7547-22755035-a3a9-4044-aca1-efacfbd02163,B,3,8.7489605,-5.625431,1,False
867,7547-22755035-a3a9-4044-aca1-efacfbd02163,B,4,12.138147,-18.09365,1,False
868,7547-22755035-a3a9-4044-aca1-efacfbd02163,B,5,12.398451,-17.62457,1,False
869,7547-22755035-a3a9-4044-aca1-efacfbd02163,B,6,11.48736,-18.924894,1,False
870,7642-536146ba-7c31-4590-832e-905c0126f60e,B,1,13.60947,-11.3783045,0,False
871,7642-536146ba-7c31-4590-832e-905c0126f60e,B,2,12.537846,-13.93746,1,False
872,7642-536146ba-7c31-4590-832e-905c0126f60e,B,3,28.391062,14.225836,1,False
873,7642-536146ba-7c31-4590-832e-905c0126f60e,B,4,26.060518,14.625328,1,False
874,7642-536146ba-7c31-4590-832e-905c0126f60e,B,5,26.337183,12.804507,1,False
875,7642-536146ba-7c31-4590-832e-905c0126f60e,B,6,27.29081,14.275458,1,False
876,7919-c64a8035-5c54-4696-9fab-21367611c8b6,B,1,6.584263,-10.662355,1,False
877,7919-c64a8035-5c54-4696-9fab-21367611c8b6,B,2,6.6319795,-11.357805,1,False
878,7919-c64a8035-5c54-4696-9fab-21367611c8b6,B,3,12.650478,-29.87368,1,False
879,7919-c64a8035-5c54-4696-9fab-21367611c8b6,B,4,13.520531,-29.438072,1,False
880,7919-c64a8035-5c54-4696-9fab-21367611c8b6,B,5,12.868397,-29.224583,1,False
881,7919-c64a8035-5c54-4696-9fab-21367611c8b6,B,6,13.302892,-30.087685,1,False
882,7971-85165980-35a3-4070-8ebf-ca2d159dc715,B,1,-7.205901,6.8506303,1,False
883,7971-85165980-35a3-4070-8ebf-ca2d159dc715,B,2,-5.622411,5.8773093,0,False
884,7971-85165980-35a3-4070-8ebf-ca2d159dc715,B,3,13.631687,-2.5036325,1,False
885,7971-85165980-35a3-4070-8ebf-ca2d159dc715,B,4,13.228504,-1.6290727,1,False
886,7971-85165980-35a3-4070-8ebf-ca2d159dc715,B,5,13.831599,-1.7798994,1,False
887,7971-85165980-35a3-4070-8ebf-ca2d159dc715,B,6,12.999169,-2.3796418,1,False
888,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,B,1,3.9481091,-13.15187,1,False
889,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,B,2,2.372489,-13.635154,1,False
890,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,B,3,1.4571028,-14.352429,1,False
891,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,B,4,36.421555,-5.006467,1,False
892,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,B,5,34.070045,-4.5759864,1,False
893,8505-2fa3d6f9-8e28-49ed-8cd1-de703e113a82,B,6,35.116566,-4.7529306,1,False
894,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,B,1,12.596131,1.7069604,1,False
895,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,B,2,20.54204,7.1460204,1,False
896,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,B,3,19.626541,8.01246,1,False
897,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,B,4,20.858265,7.848576,1,False
898,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,B,5,19.777483,7.2538486,1,False
899,8553-87ac5b2f-ee64-443b-a3a9-d54b50a60f77,B,6,20.300095,8.383237,1,False
900,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,B,1,8.678169,-8.8836155,0,False
901,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,B,2,5.7793717,-7.215026,0,False
902,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,B,3,6.771554,-24.00125,1,False
903,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,B,4,7.4171963,-23.64814,1,False
904,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,B,5,7.132541,-24.647715,1,False
905,8654-d24d0e84-d1d0-455c-8f51-b3102bf9240c,B,6,7.776328,-24.286634,1,False
906,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,B,1,-0.7740767,3.7607102,0,False
907,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,B,2,-18.46144,8.669652,1,False
908,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,B,3,-19.013702,9.106028,1,False
909,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,B,4,-20.51875,10.575139,1,False
910,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,B,5,-20.334713,12.435857,1,False
911,8656-2ce86ed6-891b-459e-b44f-f8d0ba10c8e2,B,6,-20.334713,12.435857,1,False
912,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,B,1,6.9242206,-9.654241,1,False
913,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,B,2,3.8053544,-10.85386,1,False
914,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,B,3,0.47838143,-19.958748,1,False
915,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,B,4,9.410292,9.574543,1,False
916,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,B,5,8.333423,7.9393835,1,False
917,8659-24ecfb2c-6a3d-4607-ab5e-a37e6183634c,B,6,9.49249,9.4179325,1,False
918,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,B,1,-9.389605,1.7112728,1,False
919,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,B,2,3.080189,-6.0069017,1,False
920,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,B,3,-7.451007,-22.40158,1,False
921,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,B,4,-7.293491,-22.640057,1,False
922,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,B,5,-1.7019156,-25.783735,1,False
923,8717-5275ed0c-7fcc-4114-8327-2e32a234c2e0,B,6,-1.7019156,-25.783735,1,False
924,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,B,1,4.982526,-9.205465,1,False
925,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,B,2,5.265282,-9.747956,1,False
926,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,B,3,-28.636827,-9.287037,1,False
927,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,B,4,-29.007614,-9.862702,1,False
928,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,B,5,-29.217108,-8.919309,1,False
929,8740-51fc5610-27fd-4f47-a2a2-ce204bd572d1,B,6,-29.586946,-9.495726,1,False
930,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,B,1,-5.9417396,3.4640186,1,False
931,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,B,2,-1.9984808,-4.8466763,1,False
932,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,B,3,-17.1773,-5.325326,1,False
933,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,B,4,-16.246206,-5.2660947,1,False
934,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,B,5,-17.176199,-5.327697,1,False
935,8806-7b0fde86-a7ed-4821-9482-22cb3454e156,B,6,-16.874939,-3.1969986,1,False
936,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,B,1,-5.9617724,15.299546,1,False
937,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,B,2,-2.0149777,20.141184,1,False
938,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,B,3,-2.011237,19.3305,0,False
939,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,B,4,-6.0242486,15.179269,1,False
940,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,B,5,-3.8660684,18.066309,1,False
941,8915-5ba403bf-9d53-44e0-a5e3-2682167d0da8,B,6,-3.8660684,18.066309,1,False
942,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,B,1,5.006679,-17.480995,1,False
943,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,B,2,1.7448337,-18.01269,0,False
944,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,B,3,1.7571014,-11.6290865,1,False
945,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,B,4,4.4636955,-18.844484,1,False
946,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,B,5,4.2605715,-18.654785,1,False
947,9116-d8b8c5c1-f549-48bf-a362-ed159302a106,B,6,2.266241,-18.804083,1,False
948,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,B,1,4.994511,-13.009751,1,False
949,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,B,2,18.78202,-4.6308417,1,False
950,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,B,3,0.8714424,-14.268014,1,False
951,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,B,4,25.450214,-2.6526444,1,False
952,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,B,5,35.477184,-5.7538004,1,False
953,9214-a3ed3b49-fe0c-4c41-b40f-d1d6e7fd0b5d,B,6,33.253597,-3.837808,1,False
954,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,B,1,9.885145,-12.790162,1,False
955,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,B,2,9.854716,-13.481008,1,False
956,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,B,3,9.866525,-14.042534,0,False
957,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,B,4,20.786625,-12.78146,1,False
958,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,B,5,10.703409,-14.85021,0,False
959,9275-8cd69f6d-2b0e-494b-8fea-ab647d9f4b9c,B,6,20.786623,-12.78145,1,False
