gameid,msgTime,trialNum,repetitionNum,role,intendedName,timeElapsed,contents
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651117454,37,4,director,A,15245,"upright, one foot off ground. moving to your right"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651149841,38,4,director,L,17295,"upright, knees partly bent with back to your left"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651186016,39,4,director,J,16135,"upright, body is square shape on your left"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651200290,40,4,director,G,3807,falling forward
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651241676,41,4,director,D,11062,"upright, finger pointing to your left"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651291134,42,4,director,B,26143,"on knees, back to your left and arms like airplane wings"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651325811,43,4,director,F,15429,sitting with back to your right with legs in front
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651365756,44,4,director,K,17015,kneeling with back to your left and hands in front
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651401701,45,4,director,H,5847,'car seat'
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651422740,46,4,director,I,2677,ice skater
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651448311,47,4,director,E,2749,rabbit ears
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651493866,48,4,director,C,26222,"upright with arms up in air, body slightly tilted"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651539357,49,5,director,C,7030,same one
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651552476,50,5,director,I,2479,ice skater
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651563780,51,5,director,E,2589,rabbit ears
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651598333,52,5,director,A,23390,"upright, one foot off ground, moving to your right"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651611495,53,5,director,G,3878,falling forward
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651637393,54,5,director,B,14798,on knees with arms like airplane wings
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651662793,55,5,director,D,10638,upright with finger pointing to your left
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651679415,56,5,director,H,2592,car seat
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651709562,57,5,director,K,12488,kneeling with hands in front
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651720232,57,5,director,K,4711,back to your left
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651755911,58,5,director,L,16885,"upright, knees partly bent, back to your left"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651784272,59,5,director,J,13561,left side of body is a square
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651814712,60,5,director,F,13616,sitting with back to your right legs in front
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651830675,61,6,director,F,2021,same
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651850506,62,6,director,B,5311,arms like airplane wings
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651861609,63,6,director,I,1975,ice skater
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651872723,64,6,director,E,2687,rabbit ears
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651889726,65,6,director,A,7086,one foot off ground
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651908573,66,6,director,H,2158,car seat
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651934601,67,6,director,G,4719,falling forward
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490651980380,68,6,director,K,21790,"on knees with back to your left, hands in front"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490652009571,69,6,director,L,8463,"upright, knees partly bent"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490652040501,70,6,director,C,17271,"upright, arms in air, body tilted"
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490652067805,71,6,director,J,16454,left side of body is a square
4843-98b6ce35-ee60-474f-8281-9a944213f01e,1490652107892,72,6,director,D,32232,"upright, finger pointer to your left."
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648574247,1,1,director,J,44133,"the one you need to pick is one with a rectangle base with the right side a little bit missing, and a diamond square at the top middle of the rectangle"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648634585,2,1,director,B,36991,"the one you need looks like a person sitting down, legs pointed left, head tilted back, with a triangle stuck to the right side neck"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648701338,3,1,director,H,33148,"this one has somewhat of a hexagonal base, with a triangle jutting out the bottom right of it. diamond square at the very top."
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648742578,4,1,director,E,19305,triangle base with a 'head' and rabbit ears to the top left
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648785306,5,1,director,I,30002,"looks like an ice skater doing a move, left is a diamond on top of two triangles, right side has a smaller triangle"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648810976,6,1,director,A,16496,"looks like a person pitching a ball in baseball, with the diamond head at the very top right"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648857502,7,1,director,D,22547,"person pointing left, rectangular base with left pointed feet"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648893765,8,1,director,L,17341,person with legs that look like '>' pointing right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648940380,9,1,director,K,21959,"person pointing right, but not'>' instead it looks like two triangles pointing right"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490648986974,10,1,director,F,17186,person sitting/laying down to the left. upside down triangle at the bottom left
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649034672,11,1,director,G,20182,"parallelogram at the bottom, with two triangles to the right side of the thing"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649056156,11,1,director,G,10006,the triangles seem to be only touching by the tips
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649099744,12,1,director,C,17127,"looks like a person raising both arms, with a body slanted pointing to the bottom right"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649127014,13,2,director,H,1196,hexagon person with the triangle to bottom right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649142895,14,2,director,E,1628,rabbit ears
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649155071,14,2,director,E,3423,with the triangle base
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649168757,15,2,director,L,924,person with the '>' legs
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649213056,16,2,director,G,21143,"the one with a parallelogram on the bottom left, and two triangles touching with the tip on the right side"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649250443,17,2,director,C,1959,"person raising both arms, with a body slanted pointing to the bottom right"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649270371,18,2,director,B,8223,the sitting person getting stabbed in the neck by a triangle
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649330958,19,2,director,A,17194,"the one that looks like he's about to throw a pitch, with the square head to the top right, 2 feet pointed left"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649346603,19,2,matcher,A,6530,the pitcher
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649368853,20,2,director,F,10471,"the person laying down, with the upside down triangle on the bottom left"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649375944,20,2,matcher,F,1360,the hobo
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649387597,21,2,director,I,2991,ice skater
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649430771,22,2,director,D,8870,the rectangle base with feet/arms pointing left
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649448741,22,2,director,D,7312,and the diamond head on top of the triangle
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649453697,22,2,matcher,D,8575,monk left?
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649472715,23,2,director,J,8853,"rectangle base, right part somewhat missing"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649491193,23,2,matcher,J,7616,toddler facing right?
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649510739,23,2,director,J,12210,"the rectangle base, not hexagon"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649536052,24,2,matcher,K,4119,toddler facing right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649578837,24,2,director,K,32270,"kneeling facing right, but not the '>' legs. looks like a fast forward icon for the legs"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649594148,24,2,matcher,K,5303,squatting monk?
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649605356,24,2,director,K,5763,isn't the squatting one the '>'
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649621838,25,3,matcher,H,1368,kneeling
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649641259,25,3,director,H,10895,hexagon base with the triangle bottom right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649647466,25,3,matcher,H,880,baby
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649664792,26,3,director,G,9263,"parallelogram on the bottom left, and two triangles touching with the tip on the right side"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649701955,26,3,director,G,21843,with the square looks like it's sliding down a left slope at the top
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649715308,27,3,matcher,F,1047,low kick
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649717890,27,3,director,F,1028,hobo
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649727004,28,3,director,E,1072,rabbit ears
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649736753,29,3,director,A,1253,pitcher
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649745318,30,3,director,I,614,skater
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649756385,31,3,director,B,1354,neck stab
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649773917,32,3,director,K,3801,kneeling to the right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649784322,33,3,director,L,2063,'>' right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649803245,34,3,director,C,9930,"person raising both arms, with a body slanted pointing to the bottom right"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649808643,34,3,matcher,C,1391,ghost
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649825902,35,3,director,J,7499,the rectangle with the missing right side
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649837685,36,3,director,D,9440,monk left
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649847235,37,4,director,I,921,skater
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649874403,38,4,director,G,5074,"parallelogram on the bottom left, and two triangles touching with the tip on the right side low kick (forgot what it's called)"
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649885150,39,4,matcher,D,1272,low kick
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649893673,39,4,director,D,975,monk left
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649914369,40,4,director,H,7618,toddler facing right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649922848,41,4,matcher,K,519,baby
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649946302,41,4,director,K,7443,kneeling monk right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649957535,42,4,director,E,1285,rabbit ears
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649965241,43,4,director,A,743,pitcher
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649976279,44,4,director,F,586,hobo
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649987351,45,4,director,C,414,ghost
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490649999143,46,4,director,J,2243,toddler facing right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650008903,47,4,director,L,1461,'>' legs
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650020419,48,4,director,B,1833,triangle stab
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650028952,49,5,director,E,1070,rabbit ears
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650037185,50,5,director,L,998,'>' legs
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650045945,51,5,director,C,480,ghost
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650053743,52,5,director,A,731,pitcher
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650064088,53,5,director,I,605,skater
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650071161,54,5,director,F,460,hobo
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650079856,55,5,director,B,1610,triangle stab
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650090841,56,5,director,G,1416,low kick
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650099986,57,5,director,J,2056,toddler facing right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650109565,58,5,director,H,1034,baby
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650119943,59,5,director,D,1311,monk left
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650130057,60,5,director,K,801,kneeling monk right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650138888,61,6,director,G,893,low kick
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650146687,62,6,director,E,1224,rabbit ears
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650155068,63,6,director,I,1156,skater
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650163250,64,6,director,B,1936,triangle stab
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650172656,65,6,director,D,1344,monk left
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650184924,66,6,director,J,2479,toddler facing right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650192689,67,6,director,A,808,pitcher
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650213018,68,6,director,K,3646,kneeling monk right
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650223268,69,6,director,L,1223,'>' legs
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650235144,70,6,director,F,514,hobo
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650246252,71,6,director,C,466,ghost
7194-9e2d0432-1fda-4f7d-8faa-908b7f14cb8d,1490650254404,72,6,director,H,1009,baby
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649472670,1,1,director,J,24553,it looks like a partial box with a diamond head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649486071,1,1,director,J,12637,the right part of the box is missing
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649543866,2,1,director,L,25479,this one looks like a man with his knees bent to the right and holding his hands out to the right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649582483,2,1,matcher,L,12276,does he have a mini triangle protruding from his back?
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649606548,2,1,matcher,L,5663,are his hands together or apart?
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649610657,2,1,director,L,1389,together
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649644385,3,1,director,D,19679,this one the man is facing to the left and holding a book
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649657047,3,1,director,D,10115,it looks like a priest in a robe
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649694463,4,1,director,I,23319,the man is holding his arms out to the left and he is balancing on 1 leg
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649712899,4,1,director,I,12526,his other leg is going right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649752116,5,1,director,B,21832,this one there is the diamond head and then a triangle hanging off of it
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649761984,5,1,director,B,7683,could look like someone sitting on their knees?
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649786319,5,1,matcher,B,14399,triangle coming out of the back as well?
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649816433,6,1,director,H,14825,this one is sort of bean shaped with a diamond head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649819556,6,1,director,H,2027,no arms
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649852585,7,1,director,K,19429,big triangle coming out of the right side and a small one out of the left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649866278,7,1,director,K,7107,could look like someone on their knees
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649899157,8,1,director,F,13783,this one is like a person sitting down with his legs out facing left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649933024,9,1,director,C,20213,"this one has both arms out to the sides, like his arms are up praying"
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649959700,9,1,matcher,C,6640,also looks like he is sitting on his knees?
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649981630,9,1,director,C,10859,looks like there are no legs
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490649998510,9,1,director,C,10191,he has an arm to the right and one to the left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650017718,10,1,director,E,7213,this one looks like a bunny
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650043170,10,1,director,E,6723,2 triangles are coming out of the head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650070623,11,1,director,A,10978,this one looks like he is about to take a big step
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650083786,11,1,matcher,A,5272,arms facing to left?
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650091100,11,1,director,A,14014,and his head is tilted toward the far right corner
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650149638,12,1,director,G,25417,"this one the head is tilted toward the top left corner, the arms facing right"
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650178886,12,1,director,G,23189,and the body goes toward the bottom left corner with a small triangle in bottom right corner
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650229949,13,2,director,B,32058,this one looks like someone on their knees again and the triangle hanging off the head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650254770,14,2,director,H,5973,this one has the bean body
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650264907,15,2,director,E,2093,bunny
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650287802,16,2,director,A,11265,walking with right tilting head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650317105,17,2,director,J,8950,box with right bottom portion missing
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650335920,18,2,director,F,6572,person sitting and facing to the left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650356230,19,2,director,D,8200,priest holding out a bible
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650373012,20,2,director,C,6511,person with their arms up in the air
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650396135,21,2,director,L,12628,person pending knees and holding both arms out together to the right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650434378,22,2,director,K,20708,person sitting on knees with big triangle on right and small one out of the back
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650490787,23,2,director,I,25765,person facing left with arms out and balancing on 1 leg
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650500867,23,2,director,I,5481,other leg out to the right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650544291,24,2,director,G,28043,"person with body bend toward bottom left, arms are held up toward top right"
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650562304,24,2,director,G,7965,small triangle hanging in bottom right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650571360,25,3,director,E,870,bunny
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650591520,26,3,director,A,8748,person taking a step to the left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650610921,27,3,director,H,1209,bean
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650626833,28,3,director,B,6927,triangle hanging off of head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650657053,29,3,director,G,7565,small triangle hanging in bottom right corner
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650669085,30,3,director,D,1626,priest
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650681710,31,3,director,J,2206,box
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650704610,32,3,director,K,11904,big triangle to the right and small one to the left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650730490,33,3,director,L,10607,bending knees and holding arms out to right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650747086,34,3,director,C,3372,arms up in the air
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650760913,35,3,director,F,4934,sitting down and facing left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650775866,36,3,director,I,5197,balancing on one leg
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650786042,37,4,director,E,1032,bunny
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650804194,38,4,director,F,2797,sitting down
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650817744,39,4,director,B,4597,triangle off of head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650832990,40,4,director,G,5476,small triangle bottom right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650850730,41,4,director,K,7427,big triangle right and small triangle left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650864151,42,4,director,C,1615,arms up
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650874548,43,4,director,A,1677,walking
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650886710,44,4,director,H,1574,bean
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650895612,45,4,director,D,1381,priest
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650908970,46,4,director,L,3735,bent knees
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650920756,47,4,director,I,3108,balancing on 1 leg
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650928928,48,4,director,J,852,box
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650943939,49,5,director,K,6374,big triangle right and small left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650954650,50,5,director,F,1823,sitting down
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650963136,51,5,director,H,751,bean
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650973866,52,5,director,L,1821,bent knees
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650982870,53,5,director,J,605,box
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490650997910,54,5,director,G,4956,small triangle bottom right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651007874,55,5,director,C,1487,arms in air
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651016167,56,5,director,D,1129,priest
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651028936,57,5,director,B,2735,triangle off head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651037829,58,5,director,A,1181,walking
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651047342,59,5,director,I,1407,balancing
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651054980,60,5,director,E,766,bunny
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651063454,61,6,director,D,995,priest
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651072579,62,6,director,L,1869,bent knees
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651082250,63,6,director,B,2342,triangle off head
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651090836,64,6,director,J,891,box
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651099050,65,6,director,A,1284,walking
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651111979,66,6,director,G,4942,small triangle bottom right
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651120973,67,6,director,H,1031,bean
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651132393,68,6,director,I,1556,balancing
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651146171,69,6,director,K,4523,big triangle right small left
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651157347,70,6,director,C,1711,arms in air
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651169023,71,6,director,F,940,sitting
1624-fe1e73c3-3feb-4949-8e71-31e9f955db53,1490651182935,72,6,director,E,1028,bunny
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490649875435,1,1,director,D,15209,looks like a person facing the left with a plate
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490649920451,2,1,director,L,15941,person facing right kinda kneeling with a plate
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490649927950,2,1,director,L,2940,squatting maybe
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490649948710,2,1,matcher,L,8342,"so the one with the point out the back, not the more flat back?"
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490649961731,2,1,director,L,1374,flat back
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490649987150,3,1,director,A,13714,"head thrown back, one leg lifted facing left"
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650015674,4,1,director,H,11486,"flat back, kneeling"
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650018928,4,1,director,H,1413,facing right
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650037367,5,1,director,F,8003,"sitting, legs out facing right"
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650042912,5,1,director,F,508,left
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650066856,6,1,director,K,9828,"kneeling, facing with with plate, pointed back"
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650071658,6,1,director,K,595,right
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650089968,7,1,director,C,5347,falling backwards towards left
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650099447,7,1,director,C,1050,arms up
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650119335,7,1,matcher,C,14123,"falling towards the left, or arms aiming left?"
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650133595,7,1,director,C,4313,falling towards left
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650140086,7,1,matcher,C,9163,"ah, both arms up, one on each side?"
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650145651,7,1,director,C,858,both up
4676-a65ba686-b220-4f71-91d6-0fbf1138e726,1490650166967,8,1,director,E,10721,"sitting, facing right, big bow on head"
