gameid,msgTime,roundNum,role,contents,totalLength,thinksHuman,comments,ratePartner,nativeEnglish,numRawWords
5273-c,1459975692860,2,director,3 is tree stump from last time,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,7
5273-c,1459975702287,2,director,12 is person with bunny ears,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,6
5273-c,1459975704785,2,matcher,got 3,2192649,yes,,loved,yes,2
5273-c,1459975712753,2,matcher,got 12,2192649,yes,,loved,yes,2
5273-c,1459975718958,2,director,7 is the y with the block in the middle,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,10
5273-c,1459975727241,2,director,8 personw earing robe pointing to left,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,7
5273-c,1459975727506,2,matcher,got 7,2192649,yes,,loved,yes,2
5273-c,1459975736916,2,director,10 is bird with flag,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,5
5273-c,1459975754173,2,director,"6 is what our 7 was last time, the weird random one left",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,13
5273-c,1459975770563,2,director,11- person leaning against right wall with legs pointed to left,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,11
5273-c,1459975782913,2,director,2- tube of toothpaste,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,4
5273-c,1459975793550,2,director,1- person on knees,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,4
5273-c,1459975806821,2,director,9- person leaning to left standing on one leg,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,9
5273-c,1459975818241,2,matcher,got all those,2192649,yes,,loved,yes,3
5273-c,1459975839641,2,director,5- person with knees bent to right and hands pointed to right,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,12
5273-c,1459975852651,2,director,i believe that's everything,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,4
5273-c,1459975864047,2,director,i'll go in order next time sorry haha,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,8
5273-c,1459975881117,2,matcher,ii think i got them all,2192649,yes,,loved,yes,6
5273-c,1459975890867,3,director,"aw poo, oh well.",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,4
5273-c,1459975892833,3,matcher,oops,2192649,yes,,loved,yes,1
5273-c,1459975899057,3,director,"ill go in order, that will help",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,7
5273-c,1459975902056,3,matcher,yea,2192649,yes,,loved,yes,1
5273-c,1459975925526,3,director,"1- number six last time, number 7 before weird random one",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,11
5273-c,1459975932593,3,director,2- knees and hands pointed to right,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,7
5273-c,1459975936650,3,director,3- bird with flag,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,4
5273-c,1459975949790,3,director,"4- person standing on one leg, other leg pointed to right",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,11
5273-c,1459975958463,3,director,5- person wearing robe pointing hands to left,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,8
5273-c,1459975968038,3,director,6- tree stump,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,3
5273-c,1459975993393,3,director,7- rectangle with tilted square on top. missing part of rectangle along right side,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,14
5273-c,1459975997435,3,director,8- toothpaste tube,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,3
5273-c,1459976011313,3,director,"9-person sitting against right wall, legs on the left",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,9
5273-c,1459976020936,3,director,10- letter y with square,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,5
5273-c,1459976044557,3,director,11- can't remember what we called it. looks like he's doing the splits sort of,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,15
5273-c,1459976053920,3,director,12- bunny ears on person leaning against left wall,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,9
5273-c,1459976085108,3,matcher,i think 2 and 11 is what i messed up last time. one of them has a right angle at the bottom left,2192649,yes,,loved,yes,23
5273-c,1459976131866,3,director,"2 should be the knees bent, hands pointed to left. the right angle is behind the knees if that's what you mean?",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,22
5273-c,1459976140803,3,director,sorry pointed to right,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,4
5273-c,1459976174216,3,matcher,ok lets try this,2192649,yes,,loved,yes,4
5273-c,1459976178052,3,director,sounds good,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,2
5273-c,1459976191893,4,director,haha dang i need to explain better,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,7
5273-c,1459976211458,4,matcher,"it's 11, but I'm not sure which other one I'm messing up",2192649,yes,,loved,yes,12
5273-c,1459976241649,4,matcher,"start at 1 again, maybe we'll figure it out",2192649,yes,,loved,yes,9
5273-c,1459976270168,4,director,"ok1- person on their knees, hands and knees pointed to the right",2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,12
5273-c,1459976305365,4,director,2- weird person doing splits. they their head is on the left side of the body and isn't tilted much,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,20
5273-c,1459976328541,4,director,the head attahces at the bottom right corner of the square,2370830,yes,Not really enough money even with bonus if you actually work hard to match them properly. Could purposely not match them right to get through rounds quickly just to make money worth time but I wanted to do well for the hit to get proper information.,loved,yes,11
